feature,provider,prompt_style,context_level,rf_importance,shap_importance,auroc,n_samples,n_positive,n_negative
author_marital_status,openai,informative,post,0.015770912419164604,0.002780306469894711,0.8013337713534823,961,200,761
author_religiosity,openai,informative,post,0.019092279509977154,0.003914129983219495,0.8013337713534823,961,200,761
sentiment_polarity,openai,informative,post,0.07963110552594689,0.011116389664627763,0.8013337713534823,961,200,761
sentiment_subjectivity,openai,informative,post,0.09970264533532698,0.01963715262424385,0.8013337713534823,961,200,761
polarization_score,openai,informative,post,0.07007927299345666,0.008773662952093806,0.8013337713534823,961,200,761
primary_topic,openai,informative,post,0.05922912574533053,0.015895365754423907,0.8013337713534823,961,200,761
toxicity,openai,informative,post,0.07725126923587891,0.012044304750101709,0.8013337713534823,961,200,761
user_followers_count,openai,informative,post,0.04799579860411448,0.006171986567676552,0.8013337713534823,961,200,761
user_friends_count,openai,informative,post,0.06502119643394397,0.010688876543784104,0.8013337713534823,961,200,761
user_statuses_count,openai,informative,post,0.05861778915865975,0.013137948366474032,0.8013337713534823,961,200,761
user_favourites_count,openai,informative,post,0.0784496120640749,0.013081138284666225,0.8013337713534823,961,200,761
favorite_count,openai,informative,post,0.08280968219041683,0.012553041090800158,0.8013337713534823,961,200,761
retweet_count,openai,informative,post,0.07530981969293199,0.01002597792833552,0.8013337713534823,961,200,761
retweeted,openai,informative,post,0.013762033752572359,0.0023493369347004573,0.8013337713534823,961,200,761
author_gender,openai,controversial,author,0.013926798606391235,0.003371775636606722,0.7923214285714286,970,200,770
author_partisanship,openai,controversial,author,0.021238155055509838,0.005631162790600761,0.7923214285714286,970,200,770
author_ideology,openai,controversial,author,0.025663076231473667,0.005553514846175495,0.7923214285714286,970,200,770
author_race,openai,controversial,author,0.026177971918794767,0.004942928416414951,0.7923214285714286,970,200,770
author_age,openai,controversial,author,0.032568076559216556,0.009408666286566197,0.7923214285714286,970,200,770
author_education,openai,controversial,author,0.015530721338810068,0.0025277555055688455,0.7923214285714286,970,200,770
author_income,openai,controversial,author,0.026902136803041907,0.005059462676126978,0.7923214285714286,970,200,770
author_marital_status,openai,controversial,author,0.01722937997916955,0.004524784423565969,0.7923214285714286,970,200,770
author_religiosity,openai,controversial,author,0.019121565402151812,0.0035766955754989184,0.7923214285714286,970,200,770
sentiment_polarity,openai,controversial,author,0.08796833203658318,0.01092148191683723,0.7923214285714286,970,200,770
sentiment_subjectivity,openai,controversial,author,0.08673609869623644,0.011737022812811611,0.7923214285714286,970,200,770
polarization_score,openai,controversial,author,0.08936316261718939,0.01773708968713707,0.7923214285714286,970,200,770
primary_topic,openai,controversial,author,0.05014372998357192,0.007696219495398437,0.7923214285714286,970,200,770
toxicity,openai,controversial,author,0.08586878198505432,0.013219669768156325,0.7923214285714286,970,200,770
user_followers_count,openai,controversial,author,0.0654607721598151,0.0134774867775772,0.7923214285714286,970,200,770
user_friends_count,openai,controversial,author,0.05981068751816102,0.009466116494490612,0.7923214285714286,970,200,770
user_statuses_count,openai,controversial,author,0.060454787399355635,0.010561948115127508,0.7923214285714286,970,200,770
user_favourites_count,openai,controversial,author,0.053366298649479345,0.007358807798794261,0.7923214285714286,970,200,770
favorite_count,openai,controversial,author,0.06774877884022487,0.010638274022331029,0.7923214285714286,970,200,770
retweet_count,openai,controversial,author,0.07949938220919298,0.012864805396079782,0.7923214285714286,970,200,770
retweeted,openai,controversial,author,0.015221306010576518,0.003061128636064412,0.7923214285714286,970,200,770
author_gender,openai,controversial,author_post,0.024994974163288667,0.012442503901035856,0.7817778497409327,972,200,772
author_partisanship,openai,controversial,author_post,0.02023807426062375,0.003603332959115965,0.7817778497409327,972,200,772
author_ideology,openai,controversial,author_post,0.02564514755048968,0.00456046313890899,0.7817778497409327,972,200,772
author_race,openai,controversial,author_post,0.024951341897991867,0.00415472173334923,0.7817778497409327,972,200,772
author_age,openai,controversial,author_post,0.029965892073795516,0.006469510702448166,0.7817778497409327,972,200,772
author_education,openai,controversial,author_post,0.016264391981271307,0.0028822691697713986,0.7817778497409327,972,200,772
author_income,openai,controversial,author_post,0.029139465869132387,0.005028433644760907,0.7817778497409327,972,200,772
author_marital_status,openai,controversial,author_post,0.01539003467133879,0.003137440726921129,0.7817778497409327,972,200,772
author_religiosity,openai,controversial,author_post,0.020890601825985594,0.003933517327041735,0.7817778497409327,972,200,772
sentiment_polarity,openai,controversial,author_post,0.08261998476419816,0.01558169634567729,0.7817778497409327,972,200,772
sentiment_subjectivity,openai,controversial,author_post,0.06877448804635396,0.008783430275059883,0.7817778497409327,972,200,772
polarization_score,openai,controversial,author_post,0.083108185431892,0.015065066029081716,0.7817778497409327,972,200,772
primary_topic,openai,controversial,author_post,0.05500993800813567,0.008007407364968711,0.7817778497409327,972,200,772
toxicity,openai,controversial,author_post,0.0785594995312821,0.009834246251906651,0.7817778497409327,972,200,772
user_followers_count,openai,controversial,author_post,0.05666953187650771,0.007806110680116552,0.7817778497409327,972,200,772
user_friends_count,openai,controversial,author_post,0.06177973876732051,0.015218140025202291,0.7817778497409327,972,200,772
user_statuses_count,openai,controversial,author_post,0.06157450952802932,0.009355829653580441,0.7817778497409327,972,200,772
user_favourites_count,openai,controversial,author_post,0.07262624082864169,0.008517406884650561,0.7817778497409327,972,200,772
favorite_count,openai,controversial,author_post,0.07921055527495106,0.011669412142202084,0.7817778497409327,972,200,772
retweet_count,openai,controversial,author_post,0.0783198091187621,0.01383850804275321,0.7817778497409327,972,200,772
retweeted,openai,controversial,author_post,0.014267594530008159,0.0016498416293051067,0.7817778497409327,972,200,772
author_gender,openai,controversial,none,0.015861196149926794,0.002796713863185701,0.789330474934037,958,200,758
author_partisanship,openai,controversial,none,0.01963688002549102,0.005102800825020105,0.789330474934037,958,200,758
author_ideology,openai,controversial,none,0.023124894985833158,0.0038944581277123446,0.789330474934037,958,200,758
author_race,openai,controversial,none,0.029245557681202374,0.004648310880616335,0.789330474934037,958,200,758
author_age,openai,controversial,none,0.034920528164577344,0.007985819577093576,0.789330474934037,958,200,758
author_education,openai,controversial,none,0.015616318240845153,0.0034264160732870082,0.789330474934037,958,200,758
author_income,openai,controversial,none,0.02876548018465892,0.006975046062285073,0.789330474934037,958,200,758
author_marital_status,openai,controversial,none,0.019365214579988285,0.0034785136598862454,0.789330474934037,958,200,758
author_religiosity,openai,controversial,none,0.019442049884375943,0.003677269196661093,0.789330474934037,958,200,758
sentiment_polarity,openai,controversial,none,0.0737908640736926,0.009743524724786618,0.789330474934037,958,200,758
sentiment_subjectivity,openai,controversial,none,0.08048996960453458,0.011145757632383521,0.789330474934037,958,200,758
polarization_score,openai,controversial,none,0.07844537900678354,0.01316910085608622,0.789330474934037,958,200,758
primary_topic,openai,controversial,none,0.05099371042403848,0.010654932191347893,0.789330474934037,958,200,758
toxicity,openai,controversial,none,0.07054852335990118,0.01044313137640347,0.789330474934037,958,200,758
user_followers_count,openai,controversial,none,0.057800368271530456,0.011497574462497407,0.789330474934037,958,200,758
user_friends_count,openai,controversial,none,0.07398544614561323,0.017132403441819676,0.789330474934037,958,200,758
user_statuses_count,openai,controversial,none,0.0683849484383072,0.01058553936096061,0.789330474934037,958,200,758
user_favourites_count,openai,controversial,none,0.05417134155563945,0.008511714710320719,0.789330474934037,958,200,758
favorite_count,openai,controversial,none,0.09202590032942919,0.016179694597897913,0.789330474934037,958,200,758
retweet_count,openai,controversial,none,0.07699564987978662,0.012839560201658702,0.789330474934037,958,200,758
retweeted,openai,controversial,none,0.01638977901384462,0.006204340686730159,0.789330474934037,958,200,758
author_gender,openai,controversial,post,0.01991985232108474,0.004821841253730948,0.8083835341365462,947,200,747
author_partisanship,openai,controversial,post,0.013665439936628738,0.0026048066982716587,0.8083835341365462,947,200,747
author_ideology,openai,controversial,post,0.023844073415444856,0.00423977735902154,0.8083835341365462,947,200,747
author_race,openai,controversial,post,0.024863272081749748,0.004083809322398397,0.8083835341365462,947,200,747
author_age,openai,controversial,post,0.029149190022570413,0.007414482241755406,0.8083835341365462,947,200,747
author_education,openai,controversial,post,0.021978326624443188,0.008182370753934996,0.8083835341365462,947,200,747
author_income,openai,controversial,post,0.024689735608759228,0.0038564338012114473,0.8083835341365462,947,200,747
author_marital_status,openai,controversial,post,0.019245859156670694,0.00513901706331308,0.8083835341365462,947,200,747
author_religiosity,openai,controversial,post,0.024292022967591947,0.0052933749068372815,0.8083835341365462,947,200,747
sentiment_polarity,openai,controversial,post,0.07041393676229847,0.010655897098431023,0.8083835341365462,947,200,747
sentiment_subjectivity,openai,controversial,post,0.08700268783482658,0.014636522425133027,0.8083835341365462,947,200,747
polarization_score,openai,controversial,post,0.08954863142065601,0.011705267092887281,0.8083835341365462,947,200,747
primary_topic,openai,controversial,post,0.048777970439532754,0.008993314588912091,0.8083835341365462,947,200,747
toxicity,openai,controversial,post,0.09048483452653576,0.019778708309538436,0.8083835341365462,947,200,747
user_followers_count,openai,controversial,post,0.06508389534029449,0.011314274843328963,0.8083835341365462,947,200,747
user_friends_count,openai,controversial,post,0.05848982651635907,0.010053027005007735,0.8083835341365462,947,200,747
user_statuses_count,openai,controversial,post,0.055086899608314324,0.010034143999910082,0.8083835341365462,947,200,747
user_favourites_count,openai,controversial,post,0.077133898923109,0.018526380196427685,0.8083835341365462,947,200,747
favorite_count,openai,controversial,post,0.06789019507648054,0.009891587948300333,0.8083835341365462,947,200,747
retweet_count,openai,controversial,post,0.07058614698674923,0.009628354994253656,0.8083835341365462,947,200,747
retweeted,openai,controversial,post,0.017853304429900026,0.01041533592566791,0.8083835341365462,947,200,747
author_gender,openai,neutral,author,0.019448271802055057,0.007584572364681596,0.7824195710455764,946,200,746
author_partisanship,openai,neutral,author,0.01608019564592579,0.0026006558235536483,0.7824195710455764,946,200,746
author_ideology,openai,neutral,author,0.026798943338898394,0.005695206973058799,0.7824195710455764,946,200,746
author_race,openai,neutral,author,0.02642267785231529,0.004729863420209568,0.7824195710455764,946,200,746
author_age,openai,neutral,author,0.03184851119145313,0.005164863683304847,0.7824195710455764,946,200,746
author_education,openai,neutral,author,0.01949135083277941,0.003787762759233777,0.7824195710455764,946,200,746
author_income,openai,neutral,author,0.03202222463911435,0.007816684878478437,0.7824195710455764,946,200,746
author_marital_status,openai,neutral,author,0.01640979183384053,0.003243804706092318,0.7824195710455764,946,200,746
author_religiosity,openai,neutral,author,0.01969176928075551,0.00261165173789949,0.7824195710455764,946,200,746
sentiment_polarity,openai,neutral,author,0.0756350821606116,0.008153527509865218,0.7824195710455764,946,200,746
sentiment_subjectivity,openai,neutral,author,0.0688701195570379,0.009829365303785803,0.7824195710455764,946,200,746
polarization_score,openai,neutral,author,0.06920620360650764,0.00923487434947547,0.7824195710455764,946,200,746
primary_topic,openai,neutral,author,0.05377075336557618,0.010637986473338731,0.7824195710455764,946,200,746
toxicity,openai,neutral,author,0.08307860092073469,0.014431408768833247,0.7824195710455764,946,200,746
user_followers_count,openai,neutral,author,0.06451661369725145,0.0117601067238943,0.7824195710455764,946,200,746
user_friends_count,openai,neutral,author,0.06750860399853213,0.013607806553566576,0.7824195710455764,946,200,746
user_statuses_count,openai,neutral,author,0.06306779677695862,0.010771169918234926,0.7824195710455764,946,200,746
user_favourites_count,openai,neutral,author,0.05868536877864322,0.00904230299525357,0.7824195710455764,946,200,746
favorite_count,openai,neutral,author,0.08021670186908954,0.014763349386483498,0.7824195710455764,946,200,746
retweet_count,openai,neutral,author,0.09437608336349547,0.020854613756503,0.7824195710455764,946,200,746
retweeted,openai,neutral,author,0.012854335488424058,0.001966396424610002,0.7824195710455764,946,200,746
author_gender,openai,neutral,author_post,0.014871268745356613,0.0029314993926170528,0.8087532894736842,960,200,760
author_partisanship,openai,neutral,author_post,0.017827794242620744,0.0032477227594328523,0.8087532894736842,960,200,760
author_ideology,openai,neutral,author_post,0.029430499635005155,0.009216923610889617,0.8087532894736842,960,200,760
author_race,openai,neutral,author_post,0.02771215780867871,0.004965235841638268,0.8087532894736842,960,200,760
author_age,openai,neutral,author_post,0.026427922175688658,0.005269601683501344,0.8087532894736842,960,200,760
author_education,openai,neutral,author_post,0.01513290254748425,0.0030785142180021494,0.8087532894736842,960,200,760
author_income,openai,neutral,author_post,0.02551951148758631,0.005263124094592014,0.8087532894736842,960,200,760
author_marital_status,openai,neutral,author_post,0.016416797465998015,0.0023157685288448895,0.8087532894736842,960,200,760
author_religiosity,openai,neutral,author_post,0.02084924253936333,0.005421474610708087,0.8087532894736842,960,200,760
sentiment_polarity,openai,neutral,author_post,0.07495239700417006,0.010363841807015514,0.8087532894736842,960,200,760
sentiment_subjectivity,openai,neutral,author_post,0.08474493477006836,0.01793665738608285,0.8087532894736842,960,200,760
polarization_score,openai,neutral,author_post,0.08852656990817914,0.015261569717765745,0.8087532894736842,960,200,760
primary_topic,openai,neutral,author_post,0.05723261955518228,0.010261003276542698,0.8087532894736842,960,200,760
toxicity,openai,neutral,author_post,0.06987520166675973,0.010762844262283322,0.8087532894736842,960,200,760
user_followers_count,openai,neutral,author_post,0.06754391262202947,0.013951129603027876,0.8087532894736842,960,200,760
user_friends_count,openai,neutral,author_post,0.07061781490611523,0.01464888342215248,0.8087532894736842,960,200,760
user_statuses_count,openai,neutral,author_post,0.055737137265159886,0.009101834505406452,0.8087532894736842,960,200,760
user_favourites_count,openai,neutral,author_post,0.058797426117356756,0.009689149349377155,0.8087532894736842,960,200,760
favorite_count,openai,neutral,author_post,0.06987311464222735,0.01282314634885459,0.8087532894736842,960,200,760
retweet_count,openai,neutral,author_post,0.09417793018243993,0.01607785856185057,0.8087532894736842,960,200,760
retweeted,openai,neutral,author_post,0.013732844712529979,0.0028905474826439797,0.8087532894736842,960,200,760
author_gender,openai,neutral,none,0.014352685940500003,0.002003114307694765,0.7783503836317135,982,200,782
author_partisanship,openai,neutral,none,0.018261670175771513,0.002759059946696201,0.7783503836317135,982,200,782
author_ideology,openai,neutral,none,0.027799091107491347,0.005302769639078145,0.7783503836317135,982,200,782
author_race,openai,neutral,none,0.03283157101576068,0.009093431733705814,0.7783503836317135,982,200,782
author_age,openai,neutral,none,0.031442869521759946,0.007846330186553478,0.7783503836317135,982,200,782
author_education,openai,neutral,none,0.01699608540647559,0.004435612562173282,0.7783503836317135,982,200,782
author_income,openai,neutral,none,0.02905294299433482,0.006327865422429101,0.7783503836317135,982,200,782
author_marital_status,openai,neutral,none,0.018235406241669784,0.0020815384306884055,0.7783503836317135,982,200,782
author_religiosity,openai,neutral,none,0.02140825416388316,0.005152213842377468,0.7783503836317135,982,200,782
sentiment_polarity,openai,neutral,none,0.07735497572785918,0.013697132418330189,0.7783503836317135,982,200,782
sentiment_subjectivity,openai,neutral,none,0.07010404320169006,0.012021722964744637,0.7783503836317135,982,200,782
polarization_score,openai,neutral,none,0.08276007061477063,0.01054850597639774,0.7783503836317135,982,200,782
primary_topic,openai,neutral,none,0.06275453421892509,0.011707984082132914,0.7783503836317135,982,200,782
toxicity,openai,neutral,none,0.07691275447395113,0.0096763641477359,0.7783503836317135,982,200,782
user_followers_count,openai,neutral,none,0.06531587531848307,0.012354677197735997,0.7783503836317135,982,200,782
user_friends_count,openai,neutral,none,0.053478201037181226,0.006612785641639531,0.7783503836317135,982,200,782
user_statuses_count,openai,neutral,none,0.05778641430035367,0.009149456004950523,0.7783503836317135,982,200,782
user_favourites_count,openai,neutral,none,0.06498928510262943,0.011587087198096329,0.7783503836317135,982,200,782
favorite_count,openai,neutral,none,0.08989776510256711,0.016122100014981988,0.7783503836317135,982,200,782
retweet_count,openai,neutral,none,0.07783590008089537,0.010347750428557907,0.7783503836317135,982,200,782
retweeted,openai,neutral,none,0.01042960425304727,0.0015551438154010045,0.7783503836317135,982,200,782
author_gender,openai,neutral,post,0.015524983534576117,0.004044941261454195,0.7888748335552597,951,200,751
author_partisanship,openai,neutral,post,0.02742038963141107,0.013080144742203125,0.7888748335552597,951,200,751
author_ideology,openai,neutral,post,0.025213031234119745,0.004812825767568389,0.7888748335552597,951,200,751
author_race,openai,neutral,post,0.02652061736412664,0.005311537889874924,0.7888748335552597,951,200,751
author_age,openai,neutral,post,0.031716386591965705,0.00700786661716864,0.7888748335552597,951,200,751
author_education,openai,neutral,post,0.030549468619280602,0.013753732717241689,0.7888748335552597,951,200,751
author_income,openai,neutral,post,0.033273755286873714,0.004169751928653813,0.7888748335552597,951,200,751
author_marital_status,openai,neutral,post,0.018418502958435574,0.00372777616245133,0.7888748335552597,951,200,751
author_religiosity,openai,neutral,post,0.019544639552103702,0.00344955014361701,0.7888748335552597,951,200,751
sentiment_polarity,openai,neutral,post,0.07407082667291953,0.010481047117928636,0.7888748335552597,951,200,751
sentiment_subjectivity,openai,neutral,post,0.07478394403148358,0.011046577458066321,0.7888748335552597,951,200,751
polarization_score,openai,neutral,post,0.07595903616164858,0.012298129096201909,0.7888748335552597,951,200,751
primary_topic,openai,neutral,post,0.05434984585527682,0.008184930898958224,0.7888748335552597,951,200,751
toxicity,openai,neutral,post,0.07613165297248899,0.010516409000642428,0.7888748335552597,951,200,751
user_followers_count,openai,neutral,post,0.06761355456080805,0.016861439080564207,0.7888748335552597,951,200,751
user_friends_count,openai,neutral,post,0.04880964796405279,0.006588952721823108,0.7888748335552597,951,200,751
user_statuses_count,openai,neutral,post,0.07078352042646018,0.011546863258764415,0.7888748335552597,951,200,751
user_favourites_count,openai,neutral,post,0.05798057121262516,0.008352845950041309,0.7888748335552597,951,200,751
favorite_count,openai,neutral,post,0.0717302691585852,0.011205205853206153,0.7888748335552597,951,200,751
retweet_count,openai,neutral,post,0.08255022882115501,0.008641525357933279,0.7888748335552597,951,200,751
retweeted,openai,neutral,post,0.017055127389603367,0.007646395749056398,0.7888748335552597,951,200,751
author_gender,anthropic,general,author,0.016774246741224956,0.005498114355893888,0.7728205958549222,972,200,772
author_partisanship,anthropic,general,author,0.019520891345779914,0.008372195728134435,0.7728205958549222,972,200,772
author_ideology,anthropic,general,author,0.026045816718595436,0.005165268528611251,0.7728205958549222,972,200,772
author_race,anthropic,general,author,0.021140454095159012,0.0045814971164058185,0.7728205958549222,972,200,772
author_age,anthropic,general,author,0.029409259052492618,0.0051908107991219575,0.7728205958549222,972,200,772
author_education,anthropic,general,author,0.01842577906821835,0.002161551087542676,0.7728205958549222,972,200,772
author_income,anthropic,general,author,0.030415181297349648,0.007416763841075257,0.7728205958549222,972,200,772
author_marital_status,anthropic,general,author,0.01901530830658802,0.0023111288535964153,0.7728205958549222,972,200,772
author_religiosity,anthropic,general,author,0.02201015372618966,0.00310247761757959,0.7728205958549222,972,200,772
sentiment_polarity,anthropic,general,author,0.08848704646281266,0.015746846631091913,0.7728205958549222,972,200,772
sentiment_subjectivity,anthropic,general,author,0.08099466205234236,0.011578829684253378,0.7728205958549222,972,200,772
polarization_score,anthropic,general,author,0.07815502712405341,0.011754289955448183,0.7728205958549222,972,200,772
primary_topic,anthropic,general,author,0.052138258026527315,0.00580508854677872,0.7728205958549222,972,200,772
toxicity,anthropic,general,author,0.0778137890171111,0.012146899073972607,0.7728205958549222,972,200,772
user_followers_count,anthropic,general,author,0.06365348732544347,0.015429296596956184,0.7728205958549222,972,200,772
user_friends_count,anthropic,general,author,0.07011619776374743,0.01197705541457124,0.7728205958549222,972,200,772
user_statuses_count,anthropic,general,author,0.05316779613862424,0.00801078825880179,0.7728205958549222,972,200,772
user_favourites_count,anthropic,general,author,0.0624176378782579,0.008327161576216576,0.7728205958549222,972,200,772
favorite_count,anthropic,general,author,0.08220072464177766,0.01077317262279235,0.7728205958549222,972,200,772
retweet_count,anthropic,general,author,0.07620946876324619,0.013563110102749092,0.7728205958549222,972,200,772
retweeted,anthropic,general,author,0.011888814454458694,0.0017448378977130605,0.7728205958549222,972,200,772
author_gender,anthropic,general,author_post,0.014831334837192874,0.003522579546627989,0.7963802435723951,939,200,739
author_partisanship,anthropic,general,author_post,0.014859176325347563,0.0036612480082166667,0.7963802435723951,939,200,739
author_ideology,anthropic,general,author_post,0.02769441035699627,0.008538035911183805,0.7963802435723951,939,200,739
author_race,anthropic,general,author_post,0.03229737954522383,0.011580068301179,0.7963802435723951,939,200,739
author_age,anthropic,general,author_post,0.026765245497807007,0.005700140132099692,0.7963802435723951,939,200,739
author_education,anthropic,general,author_post,0.014913399081976702,0.0024280570802079553,0.7963802435723951,939,200,739
author_income,anthropic,general,author_post,0.02382852699896416,0.00510603999145283,0.7963802435723951,939,200,739
author_marital_status,anthropic,general,author_post,0.01641977802146979,0.0025696478967641304,0.7963802435723951,939,200,739
author_religiosity,anthropic,general,author_post,0.0266787071793272,0.007217950995717835,0.7963802435723951,939,200,739
sentiment_polarity,anthropic,general,author_post,0.09481062182024673,0.017595669022193457,0.7963802435723951,939,200,739
sentiment_subjectivity,anthropic,general,author_post,0.08300827315755013,0.016614552412343386,0.7963802435723951,939,200,739
polarization_score,anthropic,general,author_post,0.0725999364675464,0.009712575687841082,0.7963802435723951,939,200,739
primary_topic,anthropic,general,author_post,0.05413354302133911,0.009600452459625606,0.7963802435723951,939,200,739
toxicity,anthropic,general,author_post,0.07707157899853896,0.012750921972416658,0.7963802435723951,939,200,739
user_followers_count,anthropic,general,author_post,0.04873826469764439,0.007265625922438348,0.7963802435723951,939,200,739
user_friends_count,anthropic,general,author_post,0.060930444914189724,0.010607500947415239,0.7963802435723951,939,200,739
user_statuses_count,anthropic,general,author_post,0.06315513004467474,0.01478927875690059,0.7963802435723951,939,200,739
user_favourites_count,anthropic,general,author_post,0.06203591282392671,0.011824345804794145,0.7963802435723951,939,200,739
favorite_count,anthropic,general,author_post,0.08774026133832598,0.018608051576208942,0.7963802435723951,939,200,739
retweet_count,anthropic,general,author_post,0.08484642600481312,0.010434519566978214,0.7963802435723951,939,200,739
retweeted,anthropic,general,author_post,0.012641648866898593,0.0035385721515853764,0.7963802435723951,939,200,739
author_gender,anthropic,general,none,0.01765749996449965,0.003627617628255957,0.7977486910994763,964,200,764
author_partisanship,anthropic,general,none,0.018328959480636463,0.0029987086135774958,0.7977486910994763,964,200,764
author_ideology,anthropic,general,none,0.02646018062761421,0.004653899334858783,0.7977486910994763,964,200,764
author_race,anthropic,general,none,0.03130932796310011,0.007212492507291345,0.7977486910994763,964,200,764
author_age,anthropic,general,none,0.03393639114207292,0.008269144123662121,0.7977486910994763,964,200,764
author_education,anthropic,general,none,0.017969849197720093,0.002656309870967498,0.7977486910994763,964,200,764
author_income,anthropic,general,none,0.02976309434204164,0.007140761094779456,0.7977486910994763,964,200,764
author_marital_status,anthropic,general,none,0.015327082401029438,0.0035041301145991434,0.7977486910994763,964,200,764
author_religiosity,anthropic,general,none,0.02218273508294752,0.006096121427066368,0.7977486910994763,964,200,764
sentiment_polarity,anthropic,general,none,0.07185995157510568,0.009860419765606256,0.7977486910994763,964,200,764
sentiment_subjectivity,anthropic,general,none,0.07503112516142883,0.011682459515564025,0.7977486910994763,964,200,764
polarization_score,anthropic,general,none,0.07300447939523277,0.009170379459039693,0.7977486910994763,964,200,764
primary_topic,anthropic,general,none,0.05661288697277479,0.006635405742987496,0.7977486910994763,964,200,764
toxicity,anthropic,general,none,0.09064258898047996,0.02182714993125652,0.7977486910994763,964,200,764
user_followers_count,anthropic,general,none,0.06480499487809926,0.011420705932373449,0.7977486910994763,964,200,764
user_friends_count,anthropic,general,none,0.06149790430772075,0.00903595552547274,0.7977486910994763,964,200,764
user_statuses_count,anthropic,general,none,0.057802474627354196,0.010742843182627124,0.7977486910994763,964,200,764
user_favourites_count,anthropic,general,none,0.06622328159941918,0.010523211648400766,0.7977486910994763,964,200,764
favorite_count,anthropic,general,none,0.08373276078385535,0.01583576392953996,0.7977486910994763,964,200,764
retweet_count,anthropic,general,none,0.06868737252349573,0.010296223086486454,0.7977486910994763,964,200,764
retweeted,anthropic,general,none,0.017165058993371417,0.005426599035711226,0.7977486910994763,964,200,764
author_gender,anthropic,general,post,0.016524522291199176,0.003023651136440421,0.8098278145695365,955,200,755
author_partisanship,anthropic,general,post,0.01725280396707074,0.003333395086504758,0.8098278145695365,955,200,755
author_ideology,anthropic,general,post,0.02466877808870221,0.008358375144235215,0.8098278145695365,955,200,755
author_race,anthropic,general,post,0.028922167401447395,0.00593499906748938,0.8098278145695365,955,200,755
author_age,anthropic,general,post,0.03714718911778152,0.007461227769394698,0.8098278145695365,955,200,755
author_education,anthropic,general,post,0.017401432205261663,0.0036990350634117644,0.8098278145695365,955,200,755
author_income,anthropic,general,post,0.028318130210999232,0.008458016453114706,0.8098278145695365,955,200,755
author_marital_status,anthropic,general,post,0.0183375108095988,0.005734134136351625,0.8098278145695365,955,200,755
author_religiosity,anthropic,general,post,0.023238208599814656,0.004574726918803267,0.8098278145695365,955,200,755
sentiment_polarity,anthropic,general,post,0.06507294308400875,0.008604214214224354,0.8098278145695365,955,200,755
sentiment_subjectivity,anthropic,general,post,0.07496414313874654,0.01121485178508066,0.8098278145695365,955,200,755
polarization_score,anthropic,general,post,0.08942997588342978,0.020834140999327892,0.8098278145695365,955,200,755
primary_topic,anthropic,general,post,0.0631519243196914,0.01228009856417603,0.8098278145695365,955,200,755
toxicity,anthropic,general,post,0.0665781217524562,0.011071043355468116,0.8098278145695365,955,200,755
user_followers_count,anthropic,general,post,0.06569068075792171,0.010569509136400456,0.8098278145695365,955,200,755
user_friends_count,anthropic,general,post,0.06600727691943925,0.014936426598059667,0.8098278145695365,955,200,755
user_statuses_count,anthropic,general,post,0.061595961418081685,0.011919754436040916,0.8098278145695365,955,200,755
user_favourites_count,anthropic,general,post,0.05870230997148055,0.010441622373149283,0.8098278145695365,955,200,755
favorite_count,anthropic,general,post,0.0868886996990124,0.010770889077818459,0.8098278145695365,955,200,755
retweet_count,anthropic,general,post,0.07749751808511905,0.012445212222986914,0.8098278145695365,955,200,755
retweeted,anthropic,general,post,0.012609702278737391,0.0022793773750016963,0.8098278145695365,955,200,755
author_gender,anthropic,popular,author,0.015601171357594035,0.003481122634824694,0.793049805950841,973,200,773
author_partisanship,anthropic,popular,author,0.019947959105592047,0.006172859548363889,0.793049805950841,973,200,773
author_ideology,anthropic,popular,author,0.02471547497720142,0.0035087135701339727,0.793049805950841,973,200,773
author_race,anthropic,popular,author,0.027524505882201736,0.0069857373205054005,0.793049805950841,973,200,773
author_age,anthropic,popular,author,0.039897156165593806,0.010745847838838297,0.793049805950841,973,200,773
author_education,anthropic,popular,author,0.020930064389816084,0.009513680685280296,0.793049805950841,973,200,773
author_income,anthropic,popular,author,0.0323949010514526,0.008475176585466714,0.793049805950841,973,200,773
author_marital_status,anthropic,popular,author,0.02149450855735061,0.004194780816947755,0.793049805950841,973,200,773
author_religiosity,anthropic,popular,author,0.021273653130260396,0.005258479678300664,0.793049805950841,973,200,773
sentiment_polarity,anthropic,popular,author,0.0854295800532097,0.013500262158433028,0.793049805950841,973,200,773
sentiment_subjectivity,anthropic,popular,author,0.07607855232255739,0.010811546884436573,0.793049805950841,973,200,773
polarization_score,anthropic,popular,author,0.07488646178004824,0.010118478103115017,0.793049805950841,973,200,773
primary_topic,anthropic,popular,author,0.04949697606635583,0.007298308836779492,0.793049805950841,973,200,773
toxicity,anthropic,popular,author,0.07846047561430636,0.01310622996911089,0.793049805950841,973,200,773
user_followers_count,anthropic,popular,author,0.055544124359172116,0.007927406971536186,0.793049805950841,973,200,773
user_friends_count,anthropic,popular,author,0.07648038401456957,0.017905289320310668,0.793049805950841,973,200,773
user_statuses_count,anthropic,popular,author,0.056097885767189666,0.009756242786901808,0.793049805950841,973,200,773
user_favourites_count,anthropic,popular,author,0.07048364008944355,0.016143742302536748,0.793049805950841,973,200,773
favorite_count,anthropic,popular,author,0.06524080242974234,0.008880335229383944,0.793049805950841,973,200,773
retweet_count,anthropic,popular,author,0.07441750454199844,0.011124443684749444,0.793049805950841,973,200,773
