feature,provider,prompt_style,context_level,rf_importance,shap_importance,auroc,n_samples,n_positive,n_negative
sentiment_polarity,openai,general,author_post,0.08310717344438202,0.011201693756206941,0.7795956354300385,979,200,779
sentiment_subjectivity,openai,general,author_post,0.0816410136646844,0.015177362945353637,0.7795956354300385,979,200,779
polarization_score,openai,general,author_post,0.07423736558739567,0.010417634929690632,0.7795956354300385,979,200,779
primary_topic,openai,general,author_post,0.048881028346660214,0.006009364298079668,0.7795956354300385,979,200,779
toxicity,openai,general,author_post,0.08160051091421744,0.010321710217533777,0.7795956354300385,979,200,779
user_followers_count,openai,general,author_post,0.06022636389354143,0.008741881132187984,0.7795956354300385,979,200,779
user_friends_count,openai,general,author_post,0.06356966043313549,0.012958280897483819,0.7795956354300385,979,200,779
user_statuses_count,openai,general,author_post,0.05326930361842951,0.007134443445211163,0.7795956354300385,979,200,779
user_favourites_count,openai,general,author_post,0.05786506303206819,0.008741441203268361,0.7795956354300385,979,200,779
favorite_count,openai,general,author_post,0.07393793262532439,0.010705094124831066,0.7795956354300385,979,200,779
retweet_count,openai,general,author_post,0.08571274515381148,0.014854163195883768,0.7795956354300385,979,200,779
retweeted,openai,general,author_post,0.017046485105939455,0.008198313520325455,0.7795956354300385,979,200,779
author_gender,openai,general,none,0.019267699839727138,0.0034334695030124093,0.7917523056653492,959,200,759
author_partisanship,openai,general,none,0.01847328455071368,0.0026371742940600905,0.7917523056653492,959,200,759
author_ideology,openai,general,none,0.03116880624362741,0.004998382973328932,0.7917523056653492,959,200,759
author_race,openai,general,none,0.029595793843685735,0.01094389750998092,0.7917523056653492,959,200,759
author_age,openai,general,none,0.032188482777542785,0.008588532979925808,0.7917523056653492,959,200,759
author_education,openai,general,none,0.016466983775400103,0.002275419763968324,0.7917523056653492,959,200,759
author_income,openai,general,none,0.03544018113931972,0.009873745418657246,0.7917523056653492,959,200,759
author_marital_status,openai,general,none,0.015421818391927338,0.001932620726785349,0.7917523056653492,959,200,759
author_religiosity,openai,general,none,0.025650500435710807,0.003913953793608079,0.7917523056653492,959,200,759
sentiment_polarity,openai,general,none,0.07653634104504832,0.01713830962796269,0.7917523056653492,959,200,759
sentiment_subjectivity,openai,general,none,0.08900374449463197,0.015149765957733619,0.7917523056653492,959,200,759
polarization_score,openai,general,none,0.07593778657023006,0.009877279556427558,0.7917523056653492,959,200,759
primary_topic,openai,general,none,0.05959151761557356,0.012606136076073537,0.7917523056653492,959,200,759
toxicity,openai,general,none,0.07808390422308942,0.012498065818526175,0.7917523056653492,959,200,759
user_followers_count,openai,general,none,0.059163712518357184,0.010484286314903852,0.7917523056653492,959,200,759
user_friends_count,openai,general,none,0.05623597026693639,0.009575865192825527,0.7917523056653492,959,200,759
user_statuses_count,openai,general,none,0.05794947334628425,0.012601525906653586,0.7917523056653492,959,200,759
user_favourites_count,openai,general,none,0.06032327481883801,0.01348320883990848,0.7917523056653492,959,200,759
favorite_count,openai,general,none,0.07631569642653614,0.012401392341727973,0.7917523056653492,959,200,759
retweet_count,openai,general,none,0.07351142001441753,0.012386028566082978,0.7917523056653492,959,200,759
retweeted,openai,general,none,0.013673607662402413,0.002061593621550321,0.7917523056653492,959,200,759
author_gender,openai,general,post,0.019808345165352726,0.004534330685198223,0.8069225806451613,975,200,775
author_partisanship,openai,general,post,0.018581510624028373,0.003838543130656579,0.8069225806451613,975,200,775
author_ideology,openai,general,post,0.02364814072948924,0.003491585460630013,0.8069225806451613,975,200,775
author_race,openai,general,post,0.02582072936594937,0.004094247433606344,0.8069225806451613,975,200,775
author_age,openai,general,post,0.02492578432162403,0.00480410756239732,0.8069225806451613,975,200,775
author_education,openai,general,post,0.018199458203834524,0.0029840242821124172,0.8069225806451613,975,200,775
author_income,openai,general,post,0.02855175522148905,0.008131181015502907,0.8069225806451613,975,200,775
author_marital_status,openai,general,post,0.018124443251528663,0.0052861216709518466,0.8069225806451613,975,200,775
author_religiosity,openai,general,post,0.024969393864134472,0.0069464547204186365,0.8069225806451613,975,200,775
sentiment_polarity,openai,general,post,0.09090774562747164,0.014340912264832088,0.8069225806451613,975,200,775
sentiment_subjectivity,openai,general,post,0.06907757923953071,0.009415940648934454,0.8069225806451613,975,200,775
polarization_score,openai,general,post,0.06932858549812543,0.009431759388516845,0.8069225806451613,975,200,775
primary_topic,openai,general,post,0.056828271834850265,0.010731334019081332,0.8069225806451613,975,200,775
toxicity,openai,general,post,0.07212364684165674,0.011541321184650422,0.8069225806451613,975,200,775
user_followers_count,openai,general,post,0.07994326202143404,0.01872337576595716,0.8069225806451613,975,200,775
user_friends_count,openai,general,post,0.05782434047707791,0.011009113334597658,0.8069225806451613,975,200,775
user_statuses_count,openai,general,post,0.07082966885710934,0.012431931861968677,0.8069225806451613,975,200,775
user_favourites_count,openai,general,post,0.06158649399286108,0.009990691270529673,0.8069225806451613,975,200,775
favorite_count,openai,general,post,0.08160280417235675,0.013986788056790652,0.8069225806451613,975,200,775
retweet_count,openai,general,post,0.07481089450536062,0.012155086864820246,0.8069225806451613,975,200,775
retweeted,openai,general,post,0.012507146184735073,0.003305321773065349,0.8069225806451613,975,200,775
author_gender,openai,popular,author,0.0160109544330682,0.002553142940931116,0.7617490494296578,989,200,789
author_partisanship,openai,popular,author,0.014396345412107752,0.002075948532378899,0.7617490494296578,989,200,789
author_ideology,openai,popular,author,0.05440374470465502,0.02601876250607921,0.7617490494296578,989,200,789
author_race,openai,popular,author,0.03106468563820295,0.007485237612813537,0.7617490494296578,989,200,789
author_age,openai,popular,author,0.03246876368270611,0.004722810570003026,0.7617490494296578,989,200,789
author_education,openai,popular,author,0.01686017056998548,0.003184774856779921,0.7617490494296578,989,200,789
author_income,openai,popular,author,0.02705119662636274,0.004829243893901308,0.7617490494296578,989,200,789
author_marital_status,openai,popular,author,0.01687279509242166,0.004081099030489183,0.7617490494296578,989,200,789
author_religiosity,openai,popular,author,0.01834254651301464,0.002967179434867307,0.7617490494296578,989,200,789
sentiment_polarity,openai,popular,author,0.07119923529905743,0.007745405219117208,0.7617490494296578,989,200,789
sentiment_subjectivity,openai,popular,author,0.07377054805555353,0.013010584466259785,0.7617490494296578,989,200,789
polarization_score,openai,popular,author,0.08171298744697157,0.008826069471418299,0.7617490494296578,989,200,789
primary_topic,openai,popular,author,0.05271002650650075,0.008982338288987464,0.7617490494296578,989,200,789
toxicity,openai,popular,author,0.0719124749362096,0.007654828847709162,0.7617490494296578,989,200,789
user_followers_count,openai,popular,author,0.06515523098859961,0.007628758803679474,0.7617490494296578,989,200,789
user_friends_count,openai,popular,author,0.07450101028726303,0.010665779406153557,0.7617490494296578,989,200,789
user_statuses_count,openai,popular,author,0.051414973723433566,0.0068540876523260005,0.7617490494296578,989,200,789
user_favourites_count,openai,popular,author,0.06257825841875449,0.008135410098217112,0.7617490494296578,989,200,789
favorite_count,openai,popular,author,0.0815983258422413,0.012098755004924201,0.7617490494296578,989,200,789
retweet_count,openai,popular,author,0.0737695780417375,0.009664827790814309,0.7617490494296578,989,200,789
retweeted,openai,popular,author,0.01220614778115294,0.0013567587964467213,0.7617490494296578,989,200,789
author_gender,openai,popular,author_post,0.020555981802597705,0.00550575633848339,0.793531847133758,985,200,785
author_partisanship,openai,popular,author_post,0.026127762825186536,0.010245929621237377,0.793531847133758,985,200,785
author_ideology,openai,popular,author_post,0.027105811345936447,0.007359493541682432,0.793531847133758,985,200,785
author_race,openai,popular,author_post,0.02836299298875737,0.005954170385976207,0.793531847133758,985,200,785
author_age,openai,popular,author_post,0.03123201798939944,0.006105480442196961,0.793531847133758,985,200,785
author_education,openai,popular,author_post,0.015125320898602244,0.002023282595645725,0.793531847133758,985,200,785
author_income,openai,popular,author_post,0.028001933466476454,0.007178573456345938,0.793531847133758,985,200,785
author_marital_status,openai,popular,author_post,0.01814795373579799,0.003232700793028081,0.793531847133758,985,200,785
author_religiosity,openai,popular,author_post,0.027500308166077445,0.006503363932238613,0.793531847133758,985,200,785
sentiment_polarity,openai,popular,author_post,0.07426017949310419,0.008616922576782362,0.793531847133758,985,200,785
sentiment_subjectivity,openai,popular,author_post,0.08397245044896408,0.015383729035172171,0.793531847133758,985,200,785
polarization_score,openai,popular,author_post,0.07560010342437237,0.012692076691614415,0.793531847133758,985,200,785
primary_topic,openai,popular,author_post,0.04577498773983647,0.006667640842384866,0.793531847133758,985,200,785
toxicity,openai,popular,author_post,0.08235192084179886,0.010179449639333779,0.793531847133758,985,200,785
user_followers_count,openai,popular,author_post,0.06931649076635277,0.011734691947519674,0.793531847133758,985,200,785
user_friends_count,openai,popular,author_post,0.06300840109746769,0.009959272352621512,0.793531847133758,985,200,785
user_statuses_count,openai,popular,author_post,0.06619543197830549,0.011210851616421526,0.793531847133758,985,200,785
user_favourites_count,openai,popular,author_post,0.05334145851683496,0.01034253555395925,0.793531847133758,985,200,785
favorite_count,openai,popular,author_post,0.07112798037277962,0.011747112876175518,0.793531847133758,985,200,785
retweet_count,openai,popular,author_post,0.07623112497116745,0.014573887457619672,0.793531847133758,985,200,785
retweeted,openai,popular,author_post,0.016659387130184392,0.005887942526196731,0.793531847133758,985,200,785
author_gender,openai,popular,none,0.016919073254354332,0.0026666152785926396,0.79197454308094,966,200,766
author_partisanship,openai,popular,none,0.013375761288693031,0.0020394761562771194,0.79197454308094,966,200,766
author_ideology,openai,popular,none,0.01981951415769289,0.0028388655440570536,0.79197454308094,966,200,766
author_race,openai,popular,none,0.02644692344237337,0.004298765266982433,0.79197454308094,966,200,766
author_age,openai,popular,none,0.0345875528251909,0.008003591544533777,0.79197454308094,966,200,766
author_education,openai,popular,none,0.02498270998741112,0.009533313332045441,0.79197454308094,966,200,766
author_income,openai,popular,none,0.023715147626122594,0.004022720596064414,0.79197454308094,966,200,766
author_marital_status,openai,popular,none,0.018880099405066415,0.003573861739174716,0.79197454308094,966,200,766
author_religiosity,openai,popular,none,0.02786001056149502,0.009539142756836993,0.79197454308094,966,200,766
sentiment_polarity,openai,popular,none,0.08701944840690017,0.013256147751875325,0.79197454308094,966,200,766
sentiment_subjectivity,openai,popular,none,0.09491435177395702,0.017059425260667116,0.79197454308094,966,200,766
polarization_score,openai,popular,none,0.07578104019649791,0.01042884914420784,0.79197454308094,966,200,766
primary_topic,openai,popular,none,0.0531137519715913,0.007981652361468564,0.79197454308094,966,200,766
toxicity,openai,popular,none,0.0726956343221665,0.012760799119364962,0.79197454308094,966,200,766
user_followers_count,openai,popular,none,0.05324384940427775,0.007856530735081831,0.79197454308094,966,200,766
user_friends_count,openai,popular,none,0.05864735592666279,0.008748252091244349,0.79197454308094,966,200,766
user_statuses_count,openai,popular,none,0.07107865627247467,0.013514251329965908,0.79197454308094,966,200,766
user_favourites_count,openai,popular,none,0.07720571903099815,0.018245056877884427,0.79197454308094,966,200,766
favorite_count,openai,popular,none,0.06270434080507943,0.007700484753265082,0.79197454308094,966,200,766
retweet_count,openai,popular,none,0.07096123807866805,0.010288976544258064,0.79197454308094,966,200,766
retweeted,openai,popular,none,0.016047821262326404,0.007929865918008481,0.79197454308094,966,200,766
author_gender,openai,popular,post,0.014295403371909541,0.0030435535640889275,0.7609642857142856,970,200,770
author_partisanship,openai,popular,post,0.014806309519929228,0.0022965197571637483,0.7609642857142856,970,200,770
author_ideology,openai,popular,post,0.026239285469980847,0.004074697430231888,0.7609642857142856,970,200,770
author_race,openai,popular,post,0.02527770512613789,0.004983663953900408,0.7609642857142856,970,200,770
author_age,openai,popular,post,0.03353716681456409,0.015545393302699308,0.7609642857142856,970,200,770
author_education,openai,popular,post,0.014851405783699954,0.0019467632672458038,0.7609642857142856,970,200,770
author_income,openai,popular,post,0.022856410773082668,0.0031224853835808662,0.7609642857142856,970,200,770
author_marital_status,openai,popular,post,0.016980623708045574,0.003470583975759045,0.7609642857142856,970,200,770
author_religiosity,openai,popular,post,0.03510893900448411,0.01285810381709966,0.7609642857142856,970,200,770
sentiment_polarity,openai,popular,post,0.07490299109234484,0.00933966428325651,0.7609642857142856,970,200,770
sentiment_subjectivity,openai,popular,post,0.08421203861365457,0.009333150151031196,0.7609642857142856,970,200,770
polarization_score,openai,popular,post,0.08147000556443727,0.00962077487280496,0.7609642857142856,970,200,770
primary_topic,openai,popular,post,0.04550668829768578,0.007159752913911418,0.7609642857142856,970,200,770
toxicity,openai,popular,post,0.06555287568553214,0.008437575801938168,0.7609642857142856,970,200,770
user_followers_count,openai,popular,post,0.06152791899585356,0.00912137470786323,0.7609642857142856,970,200,770
user_friends_count,openai,popular,post,0.07598160779632906,0.010242489843528685,0.7609642857142856,970,200,770
user_statuses_count,openai,popular,post,0.05930183350547015,0.009045070828535236,0.7609642857142856,970,200,770
user_favourites_count,openai,popular,post,0.05959872255127637,0.007170220566031732,0.7609642857142856,970,200,770
favorite_count,openai,popular,post,0.08122564234107084,0.01610894058267577,0.7609642857142856,970,200,770
retweet_count,openai,popular,post,0.09174026193513235,0.017848924282417866,0.7609642857142856,970,200,770
retweeted,openai,popular,post,0.015026164049379192,0.005863194249291144,0.7609642857142856,970,200,770
author_gender,openai,engaging,author,0.019092271664135733,0.003964703109582996,0.8098760053619304,946,200,746
author_partisanship,openai,engaging,author,0.01659469187325912,0.002667241951246078,0.8098760053619304,946,200,746
author_ideology,openai,engaging,author,0.025545335844942597,0.005101452255824293,0.8098760053619304,946,200,746
author_race,openai,engaging,author,0.02752205775877997,0.006915989648128531,0.8098760053619304,946,200,746
author_age,openai,engaging,author,0.03529941170892252,0.008912448250013546,0.8098760053619304,946,200,746
author_education,openai,engaging,author,0.015274623204282835,0.002884710728754044,0.8098760053619304,946,200,746
author_income,openai,engaging,author,0.03253708908862665,0.008230039374220616,0.8098760053619304,946,200,746
author_marital_status,openai,engaging,author,0.01431017528389218,0.0025389453173847456,0.8098760053619304,946,200,746
author_religiosity,openai,engaging,author,0.018320190825192796,0.004643547379806599,0.8098760053619304,946,200,746
sentiment_polarity,openai,engaging,author,0.09458940838957457,0.016612047156391332,0.8098760053619304,946,200,746
sentiment_subjectivity,openai,engaging,author,0.07674460650652254,0.013542848562822275,0.8098760053619304,946,200,746
polarization_score,openai,engaging,author,0.07584437186257253,0.01301694485173218,0.8098760053619304,946,200,746
primary_topic,openai,engaging,author,0.0547467276407245,0.012343121673504267,0.8098760053619304,946,200,746
toxicity,openai,engaging,author,0.07297014857769864,0.010066123321957129,0.8098760053619304,946,200,746
user_followers_count,openai,engaging,author,0.05275629264770777,0.009633033444148339,0.8098760053619304,946,200,746
user_friends_count,openai,engaging,author,0.06565691143353786,0.013090865826410851,0.8098760053619304,946,200,746
user_statuses_count,openai,engaging,author,0.08259644070685539,0.017301709194834914,0.8098760053619304,946,200,746
user_favourites_count,openai,engaging,author,0.06578234251597967,0.01684100614385748,0.8098760053619304,946,200,746
favorite_count,openai,engaging,author,0.06602015846822987,0.009176539379539154,0.8098760053619304,946,200,746
retweet_count,openai,engaging,author,0.06759664769575675,0.00955054012868093,0.8098760053619304,946,200,746
retweeted,openai,engaging,author,0.02020009630280566,0.01301342110378392,0.8098760053619304,946,200,746
author_gender,openai,engaging,author_post,0.023958333840650076,0.011452865034772663,0.8113648293963255,962,200,762
author_partisanship,openai,engaging,author_post,0.02657419090350058,0.012139067274860457,0.8113648293963255,962,200,762
author_ideology,openai,engaging,author_post,0.025453740453431174,0.004101135035141295,0.8113648293963255,962,200,762
author_race,openai,engaging,author_post,0.02342431935895616,0.0038513391136475224,0.8113648293963255,962,200,762
author_age,openai,engaging,author_post,0.027340652936381486,0.005071221028414325,0.8113648293963255,962,200,762
author_education,openai,engaging,author_post,0.01470988920674766,0.002692128289767284,0.8113648293963255,962,200,762
author_income,openai,engaging,author_post,0.027639826610315544,0.005119552067610878,0.8113648293963255,962,200,762
author_marital_status,openai,engaging,author_post,0.01720299785868552,0.005234573221972031,0.8113648293963255,962,200,762
author_religiosity,openai,engaging,author_post,0.021830184555969953,0.0045591393300161214,0.8113648293963255,962,200,762
sentiment_polarity,openai,engaging,author_post,0.09380120849323843,0.019543312002004196,0.8113648293963255,962,200,762
sentiment_subjectivity,openai,engaging,author_post,0.0776798101112844,0.01103171766024546,0.8113648293963255,962,200,762
polarization_score,openai,engaging,author_post,0.07637822812078045,0.01188961046307993,0.8113648293963255,962,200,762
primary_topic,openai,engaging,author_post,0.05352431585132424,0.010917090304494259,0.8113648293963255,962,200,762
toxicity,openai,engaging,author_post,0.08086759434170178,0.011373715025723296,0.8113648293963255,962,200,762
user_followers_count,openai,engaging,author_post,0.06380460494665008,0.008468730140315253,0.8113648293963255,962,200,762
user_friends_count,openai,engaging,author_post,0.06348171988373515,0.013961212420207335,0.8113648293963255,962,200,762
user_statuses_count,openai,engaging,author_post,0.054807812225496744,0.009011849660429349,0.8113648293963255,962,200,762
user_favourites_count,openai,engaging,author_post,0.07141000522343405,0.013383171924877323,0.8113648293963255,962,200,762
favorite_count,openai,engaging,author_post,0.06745161009604264,0.011378342844910658,0.8113648293963255,962,200,762
retweet_count,openai,engaging,author_post,0.07575480769323217,0.012435357545810538,0.8113648293963255,962,200,762
retweeted,openai,engaging,author_post,0.012904147288441768,0.0026696173577049347,0.8113648293963255,962,200,762
author_gender,openai,engaging,none,0.017682454070626418,0.002223372289016789,0.7820559210526316,960,200,760
author_partisanship,openai,engaging,none,0.018830799219693894,0.005586142437979034,0.7820559210526316,960,200,760
author_ideology,openai,engaging,none,0.022546477868970016,0.004119189810783087,0.7820559210526316,960,200,760
author_race,openai,engaging,none,0.02728848873544475,0.0069228740658048545,0.7820559210526316,960,200,760
author_age,openai,engaging,none,0.028307527194342465,0.005435101786876525,0.7820559210526316,960,200,760
author_education,openai,engaging,none,0.013398770998336638,0.002153931855614351,0.7820559210526316,960,200,760
author_income,openai,engaging,none,0.02560536184630233,0.004647005267012504,0.7820559210526316,960,200,760
author_marital_status,openai,engaging,none,0.02008272510457267,0.005563247418882764,0.7820559210526316,960,200,760
author_religiosity,openai,engaging,none,0.040008844592445816,0.014243131019715981,0.7820559210526316,960,200,760
sentiment_polarity,openai,engaging,none,0.09706638258819023,0.01365634436701698,0.7820559210526316,960,200,760
sentiment_subjectivity,openai,engaging,none,0.0654722240842172,0.00877902249254735,0.7820559210526316,960,200,760
polarization_score,openai,engaging,none,0.06942515420398959,0.008459256169068978,0.7820559210526316,960,200,760
primary_topic,openai,engaging,none,0.06049159290658061,0.010511447692557975,0.7820559210526316,960,200,760
toxicity,openai,engaging,none,0.07598358025198387,0.011130205023571486,0.7820559210526316,960,200,760
user_followers_count,openai,engaging,none,0.08454308080900368,0.013259466963259768,0.7820559210526316,960,200,760
user_friends_count,openai,engaging,none,0.05329773109184974,0.011112711295716641,0.7820559210526316,960,200,760
user_statuses_count,openai,engaging,none,0.07203449459572779,0.012189756836181781,0.7820559210526316,960,200,760
user_favourites_count,openai,engaging,none,0.05646739359014829,0.009402097165101748,0.7820559210526316,960,200,760
favorite_count,openai,engaging,none,0.0628179929968644,0.008893800131306575,0.7820559210526316,960,200,760
retweet_count,openai,engaging,none,0.07303729437399002,0.014301266448513159,0.7820559210526316,960,200,760
retweeted,openai,engaging,none,0.015611628876719335,0.003218780187001225,0.7820559210526316,960,200,760
author_gender,openai,engaging,post,0.0187349079446637,0.0037015977698897987,0.789108552631579,960,200,760
author_partisanship,openai,engaging,post,0.01776970263166302,0.0037858669488175845,0.789108552631579,960,200,760
author_ideology,openai,engaging,post,0.030966062428634405,0.00793278832125796,0.789108552631579,960,200,760
author_race,openai,engaging,post,0.02654642027606891,0.0070462544899059345,0.789108552631579,960,200,760
author_age,openai,engaging,post,0.029599077867893207,0.0036467207631528673,0.789108552631579,960,200,760
author_education,openai,engaging,post,0.015179765911964268,0.0025863655830441626,0.789108552631579,960,200,760
author_income,openai,engaging,post,0.02787554107735067,0.004801393624625656,0.789108552631579,960,200,760
author_marital_status,openai,engaging,post,0.017472118517232328,0.004947451387480314,0.789108552631579,960,200,760
author_religiosity,openai,engaging,post,0.025286317171675236,0.003890940952087317,0.789108552631579,960,200,760
sentiment_polarity,openai,engaging,post,0.0872698647965929,0.011327342485498965,0.789108552631579,960,200,760
sentiment_subjectivity,openai,engaging,post,0.07908405350618118,0.010996095141514716,0.789108552631579,960,200,760
polarization_score,openai,engaging,post,0.08030165744643321,0.013356148561572195,0.789108552631579,960,200,760
primary_topic,openai,engaging,post,0.05634610250499324,0.008805550109835266,0.789108552631579,960,200,760
toxicity,openai,engaging,post,0.09291376309113465,0.015363049524242474,0.789108552631579,960,200,760
user_followers_count,openai,engaging,post,0.06054005952812011,0.009942231057456612,0.789108552631579,960,200,760
user_friends_count,openai,engaging,post,0.0623485453835384,0.009763658106458696,0.789108552631579,960,200,760
user_statuses_count,openai,engaging,post,0.060606451426497836,0.009859101109338193,0.789108552631579,960,200,760
user_favourites_count,openai,engaging,post,0.05075262573077663,0.009282569545824019,0.789108552631579,960,200,760
favorite_count,openai,engaging,post,0.08010332090554054,0.013394863439861241,0.789108552631579,960,200,760
retweet_count,openai,engaging,post,0.06683254346568518,0.01226899450731518,0.789108552631579,960,200,760
retweeted,openai,engaging,post,0.013471098387360438,0.002979160866749854,0.789108552631579,960,200,760
author_gender,openai,informative,author,0.01934041211419173,0.006483152382271866,0.804317880794702,955,200,755
author_partisanship,openai,informative,author,0.017719454673234002,0.0033079896615997215,0.804317880794702,955,200,755
author_ideology,openai,informative,author,0.03657802423563593,0.01516358808755325,0.804317880794702,955,200,755
author_race,openai,informative,author,0.023885605694282677,0.003703727515602499,0.804317880794702,955,200,755
author_age,openai,informative,author,0.03449680317820503,0.00844192348809497,0.804317880794702,955,200,755
author_education,openai,informative,author,0.026892027127297016,0.009632398542980633,0.804317880794702,955,200,755
author_income,openai,informative,author,0.02711235971016882,0.0043468749195162346,0.804317880794702,955,200,755
author_marital_status,openai,informative,author,0.017027181154627518,0.004087542403129573,0.804317880794702,955,200,755
author_religiosity,openai,informative,author,0.020110590982385594,0.003050555478582554,0.804317880794702,955,200,755
sentiment_polarity,openai,informative,author,0.0860684000980111,0.01359847528084492,0.804317880794702,955,200,755
sentiment_subjectivity,openai,informative,author,0.0716628301206154,0.010433840730558887,0.804317880794702,955,200,755
polarization_score,openai,informative,author,0.07586446000544407,0.009894405350569487,0.804317880794702,955,200,755
primary_topic,openai,informative,author,0.05470819316230719,0.007625252417331916,0.804317880794702,955,200,755
toxicity,openai,informative,author,0.0735559746303343,0.011238986574056255,0.804317880794702,955,200,755
user_followers_count,openai,informative,author,0.058059360452180575,0.011612574533638115,0.804317880794702,955,200,755
user_friends_count,openai,informative,author,0.05943486841926292,0.012055869433824836,0.804317880794702,955,200,755
user_statuses_count,openai,informative,author,0.056720931395468334,0.010192135921157376,0.804317880794702,955,200,755
user_favourites_count,openai,informative,author,0.05929639327784219,0.010948959676882223,0.804317880794702,955,200,755
favorite_count,openai,informative,author,0.08717888035641318,0.015938572948736754,0.804317880794702,955,200,755
retweet_count,openai,informative,author,0.07942601702979886,0.012063026748732913,0.804317880794702,955,200,755
retweeted,openai,informative,author,0.014861232182293698,0.003810614412467898,0.804317880794702,955,200,755
author_gender,openai,informative,author_post,0.01932612777883012,0.0025536617546437117,0.7939787371134019,976,200,776
author_partisanship,openai,informative,author_post,0.01701849290941772,0.003824041529003589,0.7939787371134019,976,200,776
author_ideology,openai,informative,author_post,0.026109927321897465,0.004393053829337356,0.7939787371134019,976,200,776
author_race,openai,informative,author_post,0.023899232550095535,0.005518296004606583,0.7939787371134019,976,200,776
author_age,openai,informative,author_post,0.028309181713214414,0.0038105017097383974,0.7939787371134019,976,200,776
author_education,openai,informative,author_post,0.01436266269191406,0.0028117392684495353,0.7939787371134019,976,200,776
author_income,openai,informative,author_post,0.02692828242882882,0.004905563304240053,0.7939787371134019,976,200,776
author_marital_status,openai,informative,author_post,0.016897562030779426,0.003187847960258964,0.7939787371134019,976,200,776
author_religiosity,openai,informative,author_post,0.022248821558161817,0.0034148591407390226,0.7939787371134019,976,200,776
sentiment_polarity,openai,informative,author_post,0.07318230965781612,0.012182008271432765,0.7939787371134019,976,200,776
sentiment_subjectivity,openai,informative,author_post,0.08186025938882124,0.01406526886047527,0.7939787371134019,976,200,776
polarization_score,openai,informative,author_post,0.07847786287288604,0.011996328250788503,0.7939787371134019,976,200,776
primary_topic,openai,informative,author_post,0.06860244998212776,0.011585308275568215,0.7939787371134019,976,200,776
toxicity,openai,informative,author_post,0.08125862845922747,0.013168185838200225,0.7939787371134019,976,200,776
user_followers_count,openai,informative,author_post,0.06983094639253538,0.014549405114013965,0.7939787371134019,976,200,776
user_friends_count,openai,informative,author_post,0.06154040341993749,0.008538153908230412,0.7939787371134019,976,200,776
user_statuses_count,openai,informative,author_post,0.05801805980668876,0.01038559576461227,0.7939787371134019,976,200,776
user_favourites_count,openai,informative,author_post,0.06494342996585757,0.012242828513615616,0.7939787371134019,976,200,776
favorite_count,openai,informative,author_post,0.07926274996679945,0.011847235770497648,0.7939787371134019,976,200,776
retweet_count,openai,informative,author_post,0.07865292706814582,0.01602883104785873,0.7939787371134019,976,200,776
retweeted,openai,informative,author_post,0.009269682036017739,0.0023316858471778682,0.7939787371134019,976,200,776
author_gender,openai,informative,none,0.01792061762066252,0.003928748388391143,0.7799315514993481,967,200,767
author_partisanship,openai,informative,none,0.015424599768925094,0.003097781254167166,0.7799315514993481,967,200,767
author_ideology,openai,informative,none,0.023179040023856776,0.004598357628811639,0.7799315514993481,967,200,767
author_race,openai,informative,none,0.023140477145255675,0.005085348566789483,0.7799315514993481,967,200,767
author_age,openai,informative,none,0.03530604592756518,0.009952038655728431,0.7799315514993481,967,200,767
author_education,openai,informative,none,0.017461068497246553,0.0036233216424691604,0.7799315514993481,967,200,767
author_income,openai,informative,none,0.02468514570560136,0.003866753423411642,0.7799315514993481,967,200,767
author_marital_status,openai,informative,none,0.019402290796464546,0.00766076971538998,0.7799315514993481,967,200,767
author_religiosity,openai,informative,none,0.022256005406167657,0.0033269802262489226,0.7799315514993481,967,200,767
sentiment_polarity,openai,informative,none,0.10102979253740896,0.017376671385690774,0.7799315514993481,967,200,767
sentiment_subjectivity,openai,informative,none,0.07329039273593763,0.009296012062651744,0.7799315514993481,967,200,767
polarization_score,openai,informative,none,0.08126758367904505,0.011546478314814972,0.7799315514993481,967,200,767
primary_topic,openai,informative,none,0.05663481692053112,0.008372828899283894,0.7799315514993481,967,200,767
toxicity,openai,informative,none,0.08508491093988012,0.011599548175584977,0.7799315514993481,967,200,767
user_followers_count,openai,informative,none,0.05856662605252056,0.010570967549523417,0.7799315514993481,967,200,767
user_friends_count,openai,informative,none,0.05652987196597338,0.009745969566607136,0.7799315514993481,967,200,767
user_statuses_count,openai,informative,none,0.07433248661534925,0.015403168790824186,0.7799315514993481,967,200,767
user_favourites_count,openai,informative,none,0.06077889446091217,0.010612490539585729,0.7799315514993481,967,200,767
favorite_count,openai,informative,none,0.07126921599746917,0.008779580822402835,0.7799315514993481,967,200,767
retweet_count,openai,informative,none,0.06981187448194298,0.008760101291303576,0.7799315514993481,967,200,767
retweeted,openai,informative,none,0.012628242721284199,0.002314924720669299,0.7799315514993481,967,200,767
author_gender,openai,informative,post,0.01402200502002772,0.002909610724498297,0.8013337713534823,961,200,761
author_partisanship,openai,informative,post,0.01591981369053623,0.003044809357413468,0.8013337713534823,961,200,761
author_ideology,openai,informative,post,0.029134328730855856,0.01257686594840879,0.8013337713534823,961,200,761
author_race,openai,informative,post,0.026295589855617345,0.004910165272095213,0.8013337713534823,961,200,761
author_age,openai,informative,post,0.030075612996566508,0.007590546111596275,0.8013337713534823,961,200,761
author_education,openai,informative,post,0.016727315988739937,0.0029221889597147387,0.8013337713534823,961,200,761
author_income,openai,informative,post,0.025102791055860278,0.005722099443254314,0.8013337713534823,961,200,761
