feature,provider,prompt_style,context_level,bias,p_value,metric,significant
author_education,anthropic,popular,post,0.05610892479507729,0.2158483994549599,Cramér's V,False
author_income,anthropic,popular,post,0.09539957249114027,0.06457833154737255,Cramér's V,False
author_marital_status,anthropic,popular,post,0.05262886087318889,0.25952788190010395,Cramér's V,False
author_religiosity,anthropic,popular,post,0.026785542325398405,0.8734835357819031,Cramér's V,False
sentiment_polarity,anthropic,popular,post,0.06452819651872073,0.4161328507045521,Cohen's d,False
sentiment_subjectivity,anthropic,popular,post,0.028519848478000657,0.719265541562973,Cohen's d,False
polarization_score,anthropic,popular,post,0.13000067292124243,0.1015583687564151,Cohen's d,False
primary_topic,anthropic,popular,post,0.12757190525148127,0.3225299445770652,Cramér's V,False
toxicity,anthropic,popular,post,0.013797237798692791,0.8619492491256578,Cohen's d,False
user_followers_count,anthropic,popular,post,0.045497584402872146,0.5663844289668595,Cohen's d,False
user_friends_count,anthropic,popular,post,0.12949418488611245,0.10289564915754602,Cohen's d,False
user_statuses_count,anthropic,popular,post,0.12599504478604776,0.11252146551008588,Cohen's d,False
user_favourites_count,anthropic,popular,post,0.07236017433452684,0.36187246058099487,Cohen's d,False
favorite_count,anthropic,popular,post,0.12997988359246132,0.10161298469215058,Cohen's d,False
retweet_count,anthropic,popular,post,0.06100669094564307,0.4420200975574136,Cohen's d,False
retweeted,anthropic,popular,post,0.05278169108773401,0.5059461731894991,Cohen's d,False
author_gender,anthropic,engaging,author,0.05279103905776037,0.2635456488478435,Cramér's V,False
author_partisanship,anthropic,engaging,author,0.04084787186194344,0.4500482309112198,Cramér's V,False
author_ideology,anthropic,engaging,author,0.09464420254769337,0.07272422834789456,Cramér's V,False
author_race,anthropic,engaging,author,0.046244992832958555,0.727180777820118,Cramér's V,False
author_age,anthropic,engaging,author,0.11291713299820244,0.03212211787791715,Cramér's V,True
author_education,anthropic,engaging,author,0.06251337558184168,0.15413279582456732,Cramér's V,False
author_income,anthropic,engaging,author,0.08987121862896746,0.10200357868006499,Cramér's V,False
author_marital_status,anthropic,engaging,author,0.026852112489273355,0.7082092346741038,Cramér's V,False
author_religiosity,anthropic,engaging,author,0.0538215940975829,0.42809624017271497,Cramér's V,False
sentiment_polarity,anthropic,engaging,author,0.05242475685295972,0.5098033203602209,Cohen's d,False
sentiment_subjectivity,anthropic,engaging,author,0.009417339359210639,0.9057359925812157,Cohen's d,False
polarization_score,anthropic,engaging,author,0.08810506219576285,0.26806582685653346,Cohen's d,False
primary_topic,anthropic,engaging,author,0.13231083242672542,0.26955803315944465,Cramér's V,False
toxicity,anthropic,engaging,author,0.010374680994383783,0.8962051794516566,Cohen's d,False
user_followers_count,anthropic,engaging,author,0.014548522917184366,0.8548451960739772,Cohen's d,False
user_friends_count,anthropic,engaging,author,0.052316109109560235,0.5106806389642864,Cohen's d,False
user_statuses_count,anthropic,engaging,author,0.045215661630893716,0.5696822325570616,Cohen's d,False
user_favourites_count,anthropic,engaging,author,0.1367747204338191,0.08569566809656068,Cohen's d,False
favorite_count,anthropic,engaging,author,0.12383108581413009,0.11967581934487026,Cohen's d,False
retweet_count,anthropic,engaging,author,0.05919351266013663,0.45674022392500163,Cohen's d,False
retweeted,anthropic,engaging,author,0.055443993114037735,0.4857428015258879,Cohen's d,False
author_gender,anthropic,engaging,author_post,0.05286005255201353,0.26007187467898407,Cramér's V,False
author_partisanship,anthropic,engaging,author_post,0.036419298868666565,0.5276573896654401,Cramér's V,False
author_ideology,anthropic,engaging,author_post,0.04636119469424381,0.7225210836136808,Cramér's V,False
author_race,anthropic,engaging,author_post,0.051382800545423865,0.6365704862873778,Cramér's V,False
author_age,anthropic,engaging,author_post,0.07981517021846427,0.29272810905644564,Cramér's V,False
author_education,anthropic,engaging,author_post,0.03304101664670489,0.5908437774558484,Cramér's V,False
author_income,anthropic,engaging,author_post,0.09673267383136255,0.06059282025401759,Cramér's V,False
author_marital_status,anthropic,engaging,author_post,0.010165422285847308,0.9514122107680459,Cramér's V,False
author_religiosity,anthropic,engaging,author_post,0.0571492018809463,0.3692979522571422,Cramér's V,False
sentiment_polarity,anthropic,engaging,author_post,0.024278283186171604,0.759928307527392,Cohen's d,False
sentiment_subjectivity,anthropic,engaging,author_post,0.13026816262825663,0.10131826775521353,Cohen's d,False
polarization_score,anthropic,engaging,author_post,0.043328686627294076,0.5855327440363387,Cohen's d,False
primary_topic,anthropic,engaging,author_post,0.10744193323041772,0.6759372533347967,Cramér's V,False
toxicity,anthropic,engaging,author_post,0.022434177767846147,0.7776633560469784,Cohen's d,False
user_followers_count,anthropic,engaging,author_post,0.04053742445276977,0.6099141466053868,Cohen's d,False
user_friends_count,anthropic,engaging,author_post,0.041341895743826566,0.6028408955800434,Cohen's d,False
user_statuses_count,anthropic,engaging,author_post,0.07049855742915506,0.374993091295621,Cohen's d,False
user_favourites_count,anthropic,engaging,author_post,0.06091973822556358,0.44328458129860165,Cohen's d,False
favorite_count,anthropic,engaging,author_post,0.1290562385255651,0.10453094311038422,Cohen's d,False
retweet_count,anthropic,engaging,author_post,0.03765973356624527,0.6355124904031063,Cohen's d,False
retweeted,anthropic,engaging,author_post,0.0019397142830190454,0.9805219752851505,Cohen's d,False
author_gender,anthropic,engaging,none,0.0704939700324558,0.08957817169024689,Cramér's V,False
author_partisanship,anthropic,engaging,none,0.04018435454162604,0.45658662820675855,Cramér's V,False
author_ideology,anthropic,engaging,none,0.061328141519730116,0.45513571134796105,Cramér's V,False
author_race,anthropic,engaging,none,0.06593656431141212,0.37685196030001084,Cramér's V,False
author_age,anthropic,engaging,none,0.08737487702155367,0.19169353217262106,Cramér's V,False
author_education,anthropic,engaging,none,0.01935212957176914,0.8337496194732432,Cramér's V,False
author_income,anthropic,engaging,none,0.04373369133490146,0.7620079707209091,Cramér's V,False
author_marital_status,anthropic,engaging,none,0.0540985754400834,0.2414986436440987,Cramér's V,False
author_religiosity,anthropic,engaging,none,0.1073114802551543,0.010782372514721656,Cramér's V,True
sentiment_polarity,anthropic,engaging,none,0.16575383346686295,0.03698650332477881,Cohen's d,True
sentiment_subjectivity,anthropic,engaging,none,0.0896871744748639,0.2586632917277559,Cohen's d,False
polarization_score,anthropic,engaging,none,0.0793262402613363,0.31772783692126333,Cohen's d,False
primary_topic,anthropic,engaging,none,0.15075013040516866,0.07725706269263433,Cramér's V,False
toxicity,anthropic,engaging,none,0.0649682946208856,0.41314894292322984,Cohen's d,False
user_followers_count,anthropic,engaging,none,0.029315005791493123,0.7118940408741988,Cohen's d,False
user_friends_count,anthropic,engaging,none,0.04239460820764529,0.5932922592685819,Cohen's d,False
user_statuses_count,anthropic,engaging,none,0.011366032765269192,0.8861363670168839,Cohen's d,False
user_favourites_count,anthropic,engaging,none,0.15329919874929315,0.053669828770629584,Cohen's d,False
favorite_count,anthropic,engaging,none,0.09026469599896472,0.25561150668576527,Cohen's d,False
retweet_count,anthropic,engaging,none,0.029227539909857988,0.7127153838727027,Cohen's d,False
retweeted,anthropic,engaging,none,0.09964658546305728,0.2095179167787237,Cohen's d,False
author_gender,anthropic,engaging,post,0.07809199071974574,0.05354609929732697,Cramér's V,False
author_partisanship,anthropic,engaging,post,0.07058260754748469,0.09150934741869032,Cramér's V,False
author_ideology,anthropic,engaging,post,0.047541752442821335,0.7045601452775476,Cramér's V,False
author_race,anthropic,engaging,post,0.05079651472451958,0.6487456154135549,Cramér's V,False
author_age,anthropic,engaging,post,0.07529146580598053,0.36434186720594214,Cramér's V,False
author_education,anthropic,engaging,post,0.04088332722538038,0.44829925322800956,Cramér's V,False
author_income,anthropic,engaging,post,0.03828215714414139,0.8429944258715881,Cramér's V,False
author_marital_status,anthropic,engaging,post,0.0493481724531642,0.31070349316967116,Cramér's V,False
author_religiosity,anthropic,engaging,post,0.05573475234090217,0.39439198735600867,Cramér's V,False
sentiment_polarity,anthropic,engaging,post,0.12701647141427552,0.11031586437366182,Cohen's d,False
sentiment_subjectivity,anthropic,engaging,post,0.09238400984443551,0.2453327668031943,Cohen's d,False
polarization_score,anthropic,engaging,post,0.042599909624632594,0.5920573374519922,Cohen's d,False
primary_topic,anthropic,engaging,post,0.16155822529761055,0.03400865420072012,Cramér's V,True
toxicity,anthropic,engaging,post,0.04763083764330793,0.5490868452881145,Cohen's d,False
user_followers_count,anthropic,engaging,post,0.0453594101393521,0.5682961501818109,Cohen's d,False
user_friends_count,anthropic,engaging,post,0.021356639439043968,0.7881939230642482,Cohen's d,False
user_statuses_count,anthropic,engaging,post,0.02008533232082143,0.80052730275602,Cohen's d,False
user_favourites_count,anthropic,engaging,post,0.049818655572714206,0.530893152563489,Cohen's d,False
favorite_count,anthropic,engaging,post,0.011303609250256794,0.8869251116641307,Cohen's d,False
retweet_count,anthropic,engaging,post,0.08896364305478711,0.2632353513112636,Cohen's d,False
retweeted,anthropic,engaging,post,0.11382963914814713,0.15237706502688533,Cohen's d,False
author_gender,anthropic,informative,author,0.004415063427226453,0.9905036594620144,Cramér's V,False
author_partisanship,anthropic,informative,author,0.06219576543837148,0.15053806092890354,Cramér's V,False
author_ideology,anthropic,informative,author,0.05140920415425973,0.6290558443059315,Cramér's V,False
author_race,anthropic,informative,author,0.056449117506976586,0.5380161515953144,Cramér's V,False
author_age,anthropic,informative,author,0.09554353529316369,0.11160896349586312,Cramér's V,False
author_education,anthropic,informative,author,0.022763597575238652,0.7759635101937363,Cramér's V,False
author_income,anthropic,informative,author,0.059351829348807866,0.4857268707403326,Cramér's V,False
author_marital_status,anthropic,informative,author,0.03670600764121172,0.5171002464342298,Cramér's V,False
author_religiosity,anthropic,informative,author,0.05273064976047694,0.4364795434849891,Cramér's V,False
sentiment_polarity,anthropic,informative,author,0.10565876653175756,0.18287501067628617,Cohen's d,False
sentiment_subjectivity,anthropic,informative,author,0.09306543378634202,0.2406673853300571,Cohen's d,False
polarization_score,anthropic,informative,author,0.059425959062234995,0.453635565407905,Cohen's d,False
primary_topic,anthropic,informative,author,0.11086981666168608,0.6035736721046133,Cramér's V,False
toxicity,anthropic,informative,author,0.07083322214691445,0.37177117813599453,Cohen's d,False
user_followers_count,anthropic,informative,author,0.10079781139975245,0.20382521611175095,Cohen's d,False
user_friends_count,anthropic,informative,author,0.019346606642533272,0.8072353418459611,Cohen's d,False
user_statuses_count,anthropic,informative,author,0.016227174671325922,0.8378427317212682,Cohen's d,False
user_favourites_count,anthropic,informative,author,0.01168319314391966,0.8828583787862193,Cohen's d,False
favorite_count,anthropic,informative,author,0.01599426682763342,0.8401384932311927,Cohen's d,False
retweet_count,anthropic,informative,author,0.023621225278939704,0.7657777586854022,Cohen's d,False
retweeted,anthropic,informative,author,0.022635493520316415,0.7752832373353049,Cohen's d,False
author_gender,anthropic,informative,author_post,0.0180912378480672,0.8574197787200527,Cramér's V,False
author_partisanship,anthropic,informative,author_post,0.013650303316323182,0.9161497300664924,Cramér's V,False
author_ideology,anthropic,informative,author_post,0.06023911315281931,0.4915353767269912,Cramér's V,False
author_race,anthropic,informative,author_post,0.09217858222928504,0.0920527085073324,Cramér's V,False
author_age,anthropic,informative,author_post,0.041251238890285355,0.9013019648120097,Cramér's V,False
author_education,anthropic,informative,author_post,0.042784965467246694,0.4230097557700081,Cramér's V,False
author_income,anthropic,informative,author_post,0.08291352862546236,0.16718938294726451,Cramér's V,False
author_marital_status,anthropic,informative,author_post,0.05683446110571621,0.2191117718728877,Cramér's V,False
author_religiosity,anthropic,informative,author_post,0.03320467186550027,0.7924458501452469,Cramér's V,False
sentiment_polarity,anthropic,informative,author_post,0.06842486224276378,0.3907915149465704,Cohen's d,False
sentiment_subjectivity,anthropic,informative,author_post,0.0953076790191196,0.2320378519555583,Cohen's d,False
polarization_score,anthropic,informative,author_post,0.011198107194765692,0.8882861155002674,Cohen's d,False
primary_topic,anthropic,informative,author_post,0.0896209471811777,0.9114294749586664,Cramér's V,False
toxicity,anthropic,informative,author_post,0.03596707953611436,0.6518725919796051,Cohen's d,False
user_followers_count,anthropic,informative,author_post,0.0781379476543403,0.3271129715816126,Cohen's d,False
user_friends_count,anthropic,informative,author_post,0.056266911876642886,0.4803479733228293,Cohen's d,False
user_statuses_count,anthropic,informative,author_post,0.008000749454674888,0.9200548496623133,Cohen's d,False
user_favourites_count,anthropic,informative,author_post,0.07167991370910866,0.3686577687155822,Cohen's d,False
favorite_count,anthropic,informative,author_post,0.05243179426258704,0.5107620948648383,Cohen's d,False
retweet_count,anthropic,informative,author_post,0.010810450044533173,0.8921293257526285,Cohen's d,False
retweeted,anthropic,informative,author_post,0.01817282257110122,0.8196737049984872,Cohen's d,False
author_gender,anthropic,informative,none,0.01783692242247141,0.8572828159099652,Cramér's V,False
author_partisanship,anthropic,informative,none,0.019469698478035584,0.8323772854383195,Cramér's V,False
author_ideology,anthropic,informative,none,0.09580355713341517,0.06404915354445444,Cramér's V,False
author_race,anthropic,informative,none,0.05946667036646614,0.48966339435906814,Cramér's V,False
author_age,anthropic,informative,none,0.04405599111631563,0.8656455897723302,Cramér's V,False
author_education,anthropic,informative,none,0.022050705633870633,0.7903044155754096,Cramér's V,False
author_income,anthropic,informative,none,0.05882883499280364,0.5010360135739296,Cramér's V,False
author_marital_status,anthropic,informative,none,0.054698939688567295,0.23501277197667567,Cramér's V,False
author_religiosity,anthropic,informative,none,0.01379594852922542,0.980092844472167,Cramér's V,False
sentiment_polarity,anthropic,informative,none,0.08660545876969006,0.2755687434923353,Cohen's d,False
sentiment_subjectivity,anthropic,informative,none,0.07391804114645356,0.3520211128170198,Cohen's d,False
polarization_score,anthropic,informative,none,0.06687045922833479,0.3998009440846672,Cohen's d,False
primary_topic,anthropic,informative,none,0.14750481771696583,0.10006873009314042,Cramér's V,False
toxicity,anthropic,informative,none,0.006591037693976255,0.9338484300060083,Cohen's d,False
user_followers_count,anthropic,informative,none,0.16484787399035353,0.03810751579341172,Cohen's d,True
user_friends_count,anthropic,informative,none,0.04101887690801902,0.6054811794054185,Cohen's d,False
user_statuses_count,anthropic,informative,none,0.14072838562412457,0.07659055418663055,Cohen's d,False
user_favourites_count,anthropic,informative,none,0.011431631085234033,0.8855295518122558,Cohen's d,False
favorite_count,anthropic,informative,none,0.0019625051701985374,0.9802824874568172,Cohen's d,False
retweet_count,anthropic,informative,none,0.030732309706880706,0.6987476789231312,Cohen's d,False
retweeted,anthropic,informative,none,0.12155126268191992,0.12606001418513488,Cohen's d,False
author_gender,anthropic,informative,post,0.06786123822197504,0.11015511988408681,Cramér's V,False
author_partisanship,anthropic,informative,post,0.0396653394970235,0.47065522640314317,Cramér's V,False
author_ideology,anthropic,informative,post,0.0882536942904943,0.11341505213504,Cramér's V,False
author_race,anthropic,informative,post,0.04270535527090501,0.7821360123660676,Cramér's V,False
author_age,anthropic,informative,post,0.07194874000331183,0.4208793870369091,Cramér's V,False
author_education,anthropic,informative,post,0.035670605681332485,0.5436357571029218,Cramér's V,False
author_income,anthropic,informative,post,0.04064449128500581,0.8119174866742073,Cramér's V,False
author_marital_status,anthropic,informative,post,0.03011661995500142,0.6476154682204694,Cramér's V,False
author_religiosity,anthropic,informative,post,0.09707931696223651,0.02891344453436166,Cramér's V,True
sentiment_polarity,anthropic,informative,post,0.12445724053017727,0.11776798508662832,Cohen's d,False
sentiment_subjectivity,anthropic,informative,post,0.04347728181545449,0.5845566371781796,Cohen's d,False
polarization_score,anthropic,informative,post,0.036666725017567035,0.6447222028302991,Cohen's d,False
primary_topic,anthropic,informative,post,0.1101655142313613,0.6362528425287941,Cramér's V,False
toxicity,anthropic,informative,post,0.013768756045708992,0.8625266052342839,Cohen's d,False
user_followers_count,anthropic,informative,post,0.07231570451415219,0.3632086275139942,Cohen's d,False
user_friends_count,anthropic,informative,post,0.06051441873179756,0.4466971589841927,Cohen's d,False
user_statuses_count,anthropic,informative,post,0.05722061262125961,0.47181641808276253,Cohen's d,False
user_favourites_count,anthropic,informative,post,0.09529682885783738,0.23090433548931646,Cohen's d,False
favorite_count,anthropic,informative,post,0.057009220525538314,0.47345474221424994,Cohen's d,False
retweet_count,anthropic,informative,post,0.06947495549552234,0.3823556142201304,Cohen's d,False
retweeted,anthropic,informative,post,0.009017704799926089,0.9097062411497389,Cohen's d,False
author_gender,anthropic,controversial,author,0.0429729456388954,0.4117549515672315,Cramér's V,False
author_partisanship,anthropic,controversial,author,0.024326176058485832,0.7525092083662098,Cramér's V,False
author_ideology,anthropic,controversial,author,0.0394917032535861,0.8268592468932118,Cramér's V,False
author_race,anthropic,controversial,author,0.06412911265186932,0.41251983912936907,Cramér's V,False
author_age,anthropic,controversial,author,0.052517582028550745,0.7536735267580814,Cramér's V,False
author_education,anthropic,controversial,author,0.03629517235988166,0.531006165151708,Cramér's V,False
author_income,anthropic,controversial,author,0.0769808680291195,0.22311823496860336,Cramér's V,False
author_marital_status,anthropic,controversial,author,0.02714496549966471,0.701835651157775,Cramér's V,False
author_religiosity,anthropic,controversial,author,0.022063575228119886,0.9259029961787791,Cramér's V,False
sentiment_polarity,anthropic,controversial,author,0.02644020643479565,0.7394001167273254,Cohen's d,False
sentiment_subjectivity,anthropic,controversial,author,0.16294943472438475,0.04056918278011736,Cohen's d,True
polarization_score,anthropic,controversial,author,0.039907096081585595,0.615626640348791,Cohen's d,False
primary_topic,anthropic,controversial,author,0.070804651437407,0.9881904326418343,Cramér's V,False
toxicity,anthropic,controversial,author,0.06966640023925576,0.38084943264705173,Cohen's d,False
user_followers_count,anthropic,controversial,author,0.09760630285154,0.2196155268447667,Cohen's d,False
user_friends_count,anthropic,controversial,author,0.030493242865129305,0.7012482502714222,Cohen's d,False
user_statuses_count,anthropic,controversial,author,0.05660173690640564,0.4764396455068272,Cohen's d,False
user_favourites_count,anthropic,controversial,author,0.011406061118072986,0.885891689977118,Cohen's d,False
favorite_count,anthropic,controversial,author,0.12900717477201273,0.10480544269263878,Cohen's d,False
retweet_count,anthropic,controversial,author,0.05420270135065447,0.4953220491501917,Cohen's d,False
retweeted,anthropic,controversial,author,0.12741057368171305,0.10916813144615707,Cohen's d,False
author_gender,anthropic,controversial,author_post,0.017763385207122843,0.8576929025675868,Cramér's V,False
author_partisanship,anthropic,controversial,author_post,0.0379423305867639,0.49639894592244616,Cramér's V,False
author_ideology,anthropic,controversial,author_post,0.06509276771750734,0.38965907692752094,Cramér's V,False
author_race,anthropic,controversial,author_post,0.052434910966459886,0.6135637525598057,Cramér's V,False
author_age,anthropic,controversial,author_post,0.08719709939348372,0.19267991678024884,Cramér's V,False
author_education,anthropic,controversial,author_post,0.04151586149708591,0.432351991779211,Cramér's V,False
author_income,anthropic,controversial,author_post,0.04721258230875489,0.7047371047912739,Cramér's V,False
author_marital_status,anthropic,controversial,author_post,0.04687347120261023,0.34338603431335696,Cramér's V,False
author_religiosity,anthropic,controversial,author_post,0.049188470205724824,0.5022211839665445,Cramér's V,False
sentiment_polarity,anthropic,controversial,author_post,0.055980650945457545,0.4805781823523365,Cohen's d,False
sentiment_subjectivity,anthropic,controversial,author_post,0.06409873569306765,0.41930301218512195,Cohen's d,False
polarization_score,anthropic,controversial,author_post,0.10058391948733539,0.20514606652916198,Cohen's d,False
primary_topic,anthropic,controversial,author_post,0.1090953953715043,0.6399551018674807,Cramér's V,False
toxicity,anthropic,controversial,author_post,0.017784327331238935,0.8226688617174776,Cohen's d,False
user_followers_count,anthropic,controversial,author_post,0.05116442733332534,0.5191211747430969,Cohen's d,False
user_friends_count,anthropic,controversial,author_post,0.11241987430076768,0.15678311671132925,Cohen's d,False
user_statuses_count,anthropic,controversial,author_post,0.03956580314894324,0.6180802856889376,Cohen's d,False
user_favourites_count,anthropic,controversial,author_post,0.020524478085463545,0.7959105103766532,Cohen's d,False
favorite_count,anthropic,controversial,author_post,0.045944152781567084,0.562633522316564,Cohen's d,False
retweet_count,anthropic,controversial,author_post,0.007057017706978224,0.9291361519070552,Cohen's d,False
retweeted,anthropic,controversial,author_post,0.07490043193761499,0.34533713475716316,Cohen's d,False
author_gender,anthropic,controversial,none,0.03006931114967273,0.6496730928854647,Cramér's V,False
author_partisanship,anthropic,controversial,none,0.05096782521122198,0.2896412874052176,Cramér's V,False
author_ideology,anthropic,controversial,none,0.10039088187189342,0.04744251963308547,Cramér's V,True
author_race,anthropic,controversial,none,0.11466747211848001,0.013734023746098147,Cramér's V,True
author_age,anthropic,controversial,none,0.10674088759610383,0.054029472125771985,Cramér's V,False
author_education,anthropic,controversial,none,0.027778596378664967,0.6920637185328892,Cramér's V,False
author_income,anthropic,controversial,none,0.05596798498398764,0.5597812088592659,Cramér's V,False
author_marital_status,anthropic,controversial,none,0.06621430112650588,0.12352309178929488,Cramér's V,False
author_religiosity,anthropic,controversial,none,0.05984921426296904,0.331666221357421,Cramér's V,False
sentiment_polarity,anthropic,controversial,none,0.14844598175658233,0.06229859168840918,Cohen's d,False
sentiment_subjectivity,anthropic,controversial,none,0.04458251214899008,0.5752567675731274,Cohen's d,False
polarization_score,anthropic,controversial,none,0.018718930654624585,0.813990515998549,Cohen's d,False
primary_topic,anthropic,controversial,none,0.1229838700258186,0.41824331807838616,Cramér's V,False
toxicity,anthropic,controversial,none,0.017084944978536548,0.8299670236589525,Cohen's d,False
user_followers_count,anthropic,controversial,none,0.05422475209817916,0.49556394249188357,Cohen's d,False
user_friends_count,anthropic,controversial,none,0.01358105154816689,0.8644568850817984,Cohen's d,False
user_statuses_count,anthropic,controversial,none,0.05794766062421847,0.4664530369086817,Cohen's d,False
user_favourites_count,anthropic,controversial,none,0.04614541339251023,0.5619374893958502,Cohen's d,False
favorite_count,anthropic,controversial,none,0.0474850755524782,0.5506408125789419,Cohen's d,False
retweet_count,anthropic,controversial,none,0.04369141169327428,0.5829171619364947,Cohen's d,False
retweeted,anthropic,controversial,none,0.06554811381475265,0.41008186027983023,Cohen's d,False
author_gender,anthropic,controversial,post,0.043875551984986196,0.39653408306732374,Cramér's V,False
author_partisanship,anthropic,controversial,post,0.015290866641810985,0.8937349765435166,Cramér's V,False
author_ideology,anthropic,controversial,post,0.040312001492940897,0.8156622770574007,Cramér's V,False
author_race,anthropic,controversial,post,0.03239241352529908,0.9085276839575409,Cramér's V,False
author_age,anthropic,controversial,post,0.052348367217600535,0.7562723712427915,Cramér's V,False
author_education,anthropic,controversial,post,0.05099440276698166,0.2866463109992245,Cramér's V,False
author_income,anthropic,controversial,post,0.05662198964176446,0.5443606656156174,Cramér's V,False
author_marital_status,anthropic,controversial,post,0.03494076003184405,0.5562031632613798,Cramér's V,False
author_religiosity,anthropic,controversial,post,0.062024809324395636,0.2960912640582479,Cramér's V,False
sentiment_polarity,anthropic,controversial,post,0.05752891918969459,0.4692491811550103,Cohen's d,False
sentiment_subjectivity,anthropic,controversial,post,0.024996386519659228,0.7531535261664919,Cohen's d,False
polarization_score,anthropic,controversial,post,0.031177270584561843,0.6948800891598622,Cohen's d,False
primary_topic,anthropic,controversial,post,0.10738369757695879,0.6796188197459022,Cramér's V,False
toxicity,anthropic,controversial,post,0.012213017023219816,0.8778800919139744,Cohen's d,False
user_followers_count,anthropic,controversial,post,0.13665076577909205,0.0858060257667229,Cohen's d,False
user_friends_count,anthropic,controversial,post,0.1524085661045175,0.055404138213901916,Cohen's d,False
user_statuses_count,anthropic,controversial,post,0.01807783700544241,0.8200791043148401,Cohen's d,False
user_favourites_count,anthropic,controversial,post,0.01229186000838617,0.8770979828171908,Cohen's d,False
favorite_count,anthropic,controversial,post,0.022272088286331045,0.7793159826954627,Cohen's d,False
retweet_count,anthropic,controversial,post,0.05856124117169966,0.46131455948887334,Cohen's d,False
retweeted,anthropic,controversial,post,0.11735187642190112,0.14004479617379134,Cohen's d,False
author_gender,anthropic,neutral,author,0.02096748858712077,0.8086864745044464,Cramér's V,False
author_partisanship,anthropic,neutral,author,0.03499830420161777,0.5534312929893498,Cramér's V,False
author_ideology,anthropic,neutral,author,0.0509852601073403,0.6426467962937507,Cramér's V,False
author_race,anthropic,neutral,author,0.0786934129619564,0.2004888223900248,Cramér's V,False
author_age,anthropic,neutral,author,0.0864247831874041,0.2051150547611806,Cramér's V,False
author_education,anthropic,neutral,author,0.061542654196041,0.16051599695240476,Cramér's V,False
author_income,anthropic,neutral,author,0.0698147305395512,0.3185490707694436,Cramér's V,False
author_marital_status,anthropic,neutral,author,0.036102001631263946,0.5328473817379795,Cramér's V,False
author_religiosity,anthropic,neutral,author,0.02429764026227946,0.9031959723396509,Cramér's V,False
sentiment_polarity,anthropic,neutral,author,0.0040145983182361955,0.9596888508017475,Cohen's d,False
sentiment_subjectivity,anthropic,neutral,author,0.05854332117178524,0.461146228512061,Cohen's d,False
polarization_score,anthropic,neutral,author,0.11193988054557716,0.15895181128962876,Cohen's d,False
primary_topic,anthropic,neutral,author,0.12867296373155285,0.31375288639289695,Cramér's V,False
toxicity,anthropic,neutral,author,0.0610636086631016,0.44208488171657856,Cohen's d,False
user_followers_count,anthropic,neutral,author,0.0933104488517102,0.24024890630391404,Cohen's d,False
user_friends_count,anthropic,neutral,author,0.04139039648302851,0.6023170778990284,Cohen's d,False
user_statuses_count,anthropic,neutral,author,0.028345841241202943,0.7211933428092195,Cohen's d,False
user_favourites_count,anthropic,neutral,author,0.062481927121773265,0.4315595888642854,Cohen's d,False
favorite_count,anthropic,neutral,author,0.05328842988094664,0.5023308693668789,Cohen's d,False
retweet_count,anthropic,neutral,author,0.07560829197496811,0.34125416513971746,Cohen's d,False
retweeted,anthropic,neutral,author,0.18565585005455196,0.019589584176108277,Cohen's d,True
author_gender,anthropic,neutral,author_post,0.01737994159064027,0.8659460076747689,Cramér's V,False
author_partisanship,anthropic,neutral,author_post,0.0262588541103454,0.7199598623635207,Cramér's V,False
author_ideology,anthropic,neutral,author_post,0.07310729237247998,0.27784000798945796,Cramér's V,False
author_race,anthropic,neutral,author_post,0.04363106332147023,0.7698838858085738,Cramér's V,False
author_age,anthropic,neutral,author_post,0.05804451052767482,0.6675211281198666,Cramér's V,False
author_education,anthropic,neutral,author_post,0.007348796435655588,0.974594987702705,Cramér's V,False
author_income,anthropic,neutral,author_post,0.08015710652344543,0.190136099958503,Cramér's V,False
author_marital_status,anthropic,neutral,author_post,0.023223787922754868,0.7733700922081714,Cramér's V,False
author_religiosity,anthropic,neutral,author_post,0.03257416839324317,0.7985404966203711,Cramér's V,False
sentiment_polarity,anthropic,neutral,author_post,0.06645792871874528,0.4036824806534165,Cohen's d,False
sentiment_subjectivity,anthropic,neutral,author_post,0.007449449720780979,0.925409921738381,Cohen's d,False
polarization_score,anthropic,neutral,author_post,0.1627960925102802,0.04098251095401175,Cohen's d,True
primary_topic,anthropic,neutral,author_post,0.12298713433172374,0.41927860080625784,Cramér's V,False
toxicity,anthropic,neutral,author_post,0.037356984759061844,0.6387409352767847,Cohen's d,False
user_followers_count,anthropic,neutral,author_post,0.004219184992807768,0.9577120433623174,Cohen's d,False
user_friends_count,anthropic,neutral,author_post,0.05318476413745465,0.5039257854177622,Cohen's d,False
user_statuses_count,anthropic,neutral,author_post,0.0321588886547436,0.6861081250464887,Cohen's d,False
user_favourites_count,anthropic,neutral,author_post,0.04889964485115067,0.5388919313417883,Cohen's d,False
favorite_count,anthropic,neutral,author_post,0.07829692409721765,0.3252370257820828,Cohen's d,False
retweet_count,anthropic,neutral,author_post,0.15602366024923178,0.050128912851713364,Cohen's d,False
retweeted,anthropic,neutral,author_post,0.044454770915950036,0.5764051795844153,Cohen's d,False
author_gender,anthropic,neutral,none,0.06691338493087128,0.11048435709571557,Cramér's V,False
author_partisanship,anthropic,neutral,none,0.02377070055582851,0.757294751962692,Cramér's V,False
author_ideology,anthropic,neutral,none,0.016844955167514473,0.9911162553100059,Cramér's V,False
author_race,anthropic,neutral,none,0.0724039226441393,0.27142240556670316,Cramér's V,False
