category,directional_bias,prop_pool,prop_recommended,feature,provider,prompt_style,context_level,feature_type,mean_pool,mean_recommended,std_pool,std_recommended
science_&_technology,0.022173643487977682,0.029161058770749215,0.0513347022587269,primary_topic,anthropic,popular,author,categorical,,,,
sports,-0.010112944021760328,0.09122177359054882,0.0811088295687885,primary_topic,anthropic,popular,author,categorical,,,,
travel_&_adventure,0.0003078393241475923,0.0068790189920741734,0.007186858316221766,primary_topic,anthropic,popular,author,categorical,,,,
mean,0.014652856456476612,,,toxicity,anthropic,popular,author,numerical,0.056642217913851614,0.07129507437032823,0.18024563398176097,0.19690001971382265
mean,32240.99014453555,,,user_followers_count,anthropic,popular,author,numerical,1790.5129355465829,34031.50308008213,19245.809494358105,467535.90260803746
mean,317.5610306429867,,,user_friends_count,anthropic,popular,author,numerical,1110.0755196650216,1427.6365503080083,3741.0568159730483,5678.267698954093
mean,-1521.8557997696353,,,user_statuses_count,anthropic,popular,author,numerical,11898.502617018095,10376.64681724846,44950.026475022794,37919.138406980645
mean,976.4836663985934,,,user_favourites_count,anthropic,popular,author,numerical,11763.918797667115,12740.402464065708,38986.315408512935,41887.321811827
mean,1.3840770762111907,,,favorite_count,anthropic,popular,author,numerical,0.9187976671152983,2.302874743326489,23.186690804030345,19.123379683377447
mean,0.15347010918546478,,,retweet_count,anthropic,popular,author,numerical,0.38657095857634216,0.5400410677618069,15.242764371998971,5.527836536220942
mean,0.0,,,retweeted,anthropic,popular,author,binary,0.0,0.0,0.0,0.0
female,-0.08023693537289861,0.5522457169316253,0.47200878155872666,author_gender,anthropic,popular,author_post,categorical,,,,
male,0.08023693537289855,0.4477542830683747,0.5279912184412733,author_gender,anthropic,popular,author_post,categorical,,,,
Democrat,0.050732680386468554,0.4168853218089211,0.4676180021953897,author_partisanship,anthropic,popular,author_post,categorical,,,,
Independent,0.026139504324450058,0.29109430467664765,0.3172338090010977,author_partisanship,anthropic,popular,author_post,categorical,,,,
Other,-0.003852690335016333,0.053248958172557495,0.04939626783754116,author_partisanship,anthropic,popular,author_post,categorical,,,,
Republican,-0.07301949437590227,0.23877141534187374,0.16575192096597147,author_partisanship,anthropic,popular,author_post,categorical,,,,
center,-0.07752056843616517,0.320111128260534,0.24259055982436883,author_ideology,anthropic,popular,author_post,categorical,,,,
center-left,0.07176897954024902,0.20265473066831302,0.27442371020856204,author_ideology,anthropic,popular,author_post,categorical,,,,
center-right,-0.05392004464648008,0.1779595616607501,0.12403951701427003,author_ideology,anthropic,popular,author_post,categorical,,,,
left,0.08691205175413463,0.18860935329526163,0.27552140504939626,author_ideology,anthropic,popular,author_post,categorical,,,,
right,-0.027240418211738365,0.11066522611514122,0.08342480790340286,author_ideology,anthropic,popular,author_post,categorical,,,,
Middle Eastern,-0.0015434480629726809,0.0015434480629726809,0.0,author_race,anthropic,popular,author_post,categorical,,,,
Mixed,-0.0007508849412837422,0.03148634048464269,0.030735455543358946,author_race,anthropic,popular,author_post,categorical,,,,
asian,0.018302651020293718,0.016823583886402222,0.03512623490669594,author_race,anthropic,popular,author_post,categorical,,,,
black,-0.0005387667223109849,0.08396357462571384,0.08342480790340286,author_race,anthropic,popular,author_post,categorical,,,,
hispanic,-0.00685436644167791,0.05185985491588208,0.04500548847420417,author_race,anthropic,popular,author_post,categorical,,,,
native american,-0.004011778999245897,0.013891032566754129,0.009879253567508232,author_race,anthropic,popular,author_post,categorical,,,,
other,-0.007578990740836433,0.016360549467510418,0.008781558726673985,author_race,anthropic,popular,author_post,categorical,,,,
white,0.0029755848880338442,0.784071615990122,0.7870472008781558,author_race,anthropic,popular,author_post,categorical,,,,
18-24,0.02780409018819393,0.012810618922673251,0.04061470911086718,author_age,anthropic,popular,author_post,categorical,,,,
25-34,0.02339535193411324,0.1489427380768637,0.17233809001097694,author_age,anthropic,popular,author_post,categorical,,,,
35-44,0.0543923973577389,0.18490507794412717,0.23929747530186607,author_age,anthropic,popular,author_post,categorical,,,,
45-54,-0.0217078938981958,0.19185059422750425,0.17014270032930845,author_age,anthropic,popular,author_post,categorical,,,,
55-64,-0.046087257506265716,0.2755054792406236,0.22941822173435786,author_age,anthropic,popular,author_post,categorical,,,,
65+,-0.03779668807558459,0.18598549158820807,0.14818880351262348,author_age,anthropic,popular,author_post,categorical,,,,
college,0.08038602805077083,0.26099706744868034,0.3413830954994512,author_education,anthropic,popular,author_post,categorical,,,,
high school,-0.08230220780842404,0.20743941966352833,0.1251372118551043,author_education,anthropic,popular,author_post,categorical,,,,
less than high school,-0.0015422620984896062,0.011421515665997839,0.009879253567508232,author_education,anthropic,popular,author_post,categorical,,,,
postgraduate,0.045813469134173085,0.15835777126099707,0.20417124039517015,author_education,anthropic,popular,author_post,categorical,,,,
some college,-0.0423550272780302,0.3617842259607964,0.3194291986827662,author_education,anthropic,popular,author_post,categorical,,,,
$100k+,0.04032973878793411,0.1978700416730977,0.23819978046103182,author_income,anthropic,popular,author_post,categorical,,,,
$30-60k,-0.05275390271262265,0.31949374903534494,0.2667398463227223,author_income,anthropic,popular,author_post,categorical,,,,
$60-100k,0.0483097549475473,0.23599320882852293,0.2843029637760702,author_income,anthropic,popular,author_post,categorical,,,,
<$30k,-0.007266234964299928,0.19277666306528785,0.18551042810098792,author_income,anthropic,popular,author_post,categorical,,,,
Prefer not to say,-0.028619356058558858,0.053866337397746565,0.025246981339187707,author_income,anthropic,popular,author_post,categorical,,,,
divorced,-0.03826446635240867,0.14693625559499923,0.10867178924259056,author_marital_status,anthropic,popular,author_post,categorical,,,,
married,-0.014060625487833822,0.6013273653341565,0.5872667398463227,author_marital_status,anthropic,popular,author_post,categorical,,,,
other,-0.00767793406342436,0.04939033801512579,0.04171240395170143,author_marital_status,anthropic,popular,author_post,categorical,,,,
single,0.06303333458141977,0.15650563358542985,0.21953896816684962,author_marital_status,anthropic,popular,author_post,categorical,,,,
widowed,-0.0030303086777529534,0.04584040747028863,0.042810098792535674,author_marital_status,anthropic,popular,author_post,categorical,,,,
not religious,-0.03013095250398612,0.6064207439419663,0.5762897914379802,author_religiosity,anthropic,popular,author_post,categorical,,,,
religious,0.012330811577520806,0.13366260225343418,0.145993413830955,author_religiosity,anthropic,popular,author_post,categorical,,,,
somewhat religious,0.016213828718604356,0.19015280135823429,0.20636663007683864,author_religiosity,anthropic,popular,author_post,categorical,,,,
very religious,0.0015863122078609432,0.06976385244636518,0.07135016465422613,author_religiosity,anthropic,popular,author_post,categorical,,,,
mean,-0.06482976850481559,,,sentiment_polarity,anthropic,popular,author_post,numerical,0.19409672789010649,0.1292669593852909,0.4332715158049735,0.47199003946870277
mean,0.003065468966782642,,,sentiment_subjectivity,anthropic,popular,author_post,numerical,0.20501466275659824,0.20808013172338088,0.20142724518920832,0.17375007044155166
mean,0.013742617582872228,,,has_emoji,anthropic,popular,author_post,binary,0.035653650254668934,0.04939626783754116,0.1854394107320938,0.21681299976056911
mean,-0.066359456685951,,,has_hashtag,anthropic,popular,author_post,binary,0.2826053403302979,0.21624588364434688,0.4503008534035707,0.411909998867596
mean,-0.25092551821141645,,,has_mention,anthropic,popular,author_post,binary,0.5769408859391881,0.3260153677277717,0.49408276470861734,0.4690104567648596
mean,-0.06891554899397173,,,has_url,anthropic,popular,author_post,binary,0.5639759222102176,0.4950603732162459,0.4959284643143361,0.5002502359308504
mean,-0.44926938090432333,,,avg_word_length,anthropic,popular,author_post,numerical,5.08922794204234,4.639958561138017,1.557076245745957,0.9796797392071852
mean,18.41850179139935,,,text_length,anthropic,popular,author_post,numerical,89.04692082111437,107.46542261251372,46.256295910970536,56.30435991952644
mean,0.02450260900468515,,,polarization_score,anthropic,popular,author_post,numerical,0.3489593684268021,0.37346197743148724,0.3940095015797904,0.39588469715077684
arts_&_culture,-0.0002556600578513483,0.013427998147862325,0.013172338090010977,primary_topic,anthropic,popular,author_post,categorical,,,,
business_&_entrepreneurs,-0.057291741671860914,0.09461336626022535,0.03732162458836443,primary_topic,anthropic,popular,author_post,categorical,,,,
celebrity_&_pop_culture,-0.004694725117999232,0.03982096002469517,0.03512623490669594,primary_topic,anthropic,popular,author_post,categorical,,,,
diaries_&_daily_life,0.06697836072261831,0.15804908164840253,0.22502744237102085,primary_topic,anthropic,popular,author_post,categorical,,,,
family,0.004751312566191643,0.002932551319648094,0.007683863885839737,primary_topic,anthropic,popular,author_post,categorical,,,,
fashion_&_style,-0.015004822639858674,0.02268868652569841,0.007683863885839737,primary_topic,anthropic,popular,author_post,categorical,,,,
film_tv_&_video,0.0003849301865064686,0.06328137058187992,0.06366630076838639,primary_topic,anthropic,popular,author_post,categorical,,,,
fitness_&_health,0.004804342120934831,0.016051859854915883,0.020856201975850714,primary_topic,anthropic,popular,author_post,categorical,,,,
food_&_dining,-0.0019141466756822517,0.056798888717394656,0.054884742041712405,primary_topic,anthropic,popular,author_post,categorical,,,,
gaming,-0.008264308788555916,0.022534341719401142,0.014270032930845226,primary_topic,anthropic,popular,author_post,categorical,,,,
learning_&_educational,-0.001885514104590885,0.009569377990430622,0.007683863885839737,primary_topic,anthropic,popular,author_post,categorical,,,,
music,0.004412804418022664,0.04059268405618151,0.04500548847420417,primary_topic,anthropic,popular,author_post,categorical,,,,
news_&_social_concern,-0.004970207725067677,0.31671554252199413,0.31174533479692645,primary_topic,anthropic,popular,author_post,categorical,,,,
other_hobbies,-0.003136367787239327,0.019601790399753048,0.01646542261251372,primary_topic,anthropic,popular,author_post,categorical,,,,
relationships,-0.0010804136440808766,0.0010804136440808766,0.0,primary_topic,anthropic,popular,author_post,categorical,,,,
science_&_technology,0.012541235561517757,0.02917116839018367,0.04171240395170143,primary_topic,anthropic,popular,author_post,categorical,,,,
sports,0.004040919840830021,0.08597005710757832,0.09001097694840834,primary_topic,anthropic,popular,author_post,categorical,,,,
travel_&_adventure,0.0007383476024626721,0.0069455162833770645,0.007683863885839737,primary_topic,anthropic,popular,author_post,categorical,,,,
youth_&_student_life,-0.0001543448062972681,0.0001543448062972681,0.0,primary_topic,anthropic,popular,author_post,categorical,,,,
mean,0.002390027243005549,,,toxicity,anthropic,popular,author_post,numerical,0.06053562394697033,0.06292565118997588,0.18872583242855195,0.18744249160112947
mean,40552.77461710713,,,user_followers_count,anthropic,popular,author_post,numerical,1090.4679734526933,41643.24259055982,13947.870892426028,489765.0832686826
mean,753.0131364203086,,,user_friends_count,anthropic,popular,author_post,numerical,947.2722642383084,1700.285400658617,2204.8948555028824,6742.224536521647
mean,3858.172207464495,,,user_statuses_count,anthropic,popular,author_post,numerical,11925.197715696866,15783.369923161361,67153.37819948391,82438.32135788466
mean,2194.8292827845908,,,user_favourites_count,anthropic,popular,author_post,numerical,10834.071924679734,13028.901207464325,35446.94181586076,39837.88398592404
mean,12.83757911441999,,,favorite_count,anthropic,popular,author_post,numerical,0.31609816329680507,13.153677277716795,2.0683978524616453,191.54964491544217
mean,6.142260505908729,,,retweet_count,anthropic,popular,author_post,numerical,0.050933786078098474,6.193194291986828,0.5011859739218967,123.35626951378154
mean,0.0,,,retweeted,anthropic,popular,author_post,binary,0.0,0.0,0.0,0.0
female,-0.03752403466259291,0.5483231707317073,0.5107991360691144,author_gender,anthropic,popular,none,categorical,,,,
male,0.03752403466259285,0.45167682926829267,0.4892008639308855,author_gender,anthropic,popular,none,categorical,,,,
Democrat,0.04718860296054361,0.4214939024390244,0.468682505399568,author_partisanship,anthropic,popular,none,categorical,,,,
Independent,0.031342516988884794,0.2969512195121951,0.3282937365010799,author_partisanship,anthropic,popular,none,categorical,,,,
Other,-0.006269096033292947,0.05594512195121951,0.04967602591792657,author_partisanship,anthropic,popular,none,categorical,,,,
Republican,-0.07226202391613551,0.22560975609756098,0.15334773218142547,author_partisanship,anthropic,popular,none,categorical,,,,
center,-0.03981457093188645,0.3195121951219512,0.2796976241900648,author_ideology,anthropic,popular,none,categorical,,,,
center-left,0.058251791076226106,0.19984756097560977,0.2580993520518359,author_ideology,anthropic,popular,none,categorical,,,,
center-right,-0.05299544329136595,0.17286585365853657,0.11987041036717062,author_ideology,anthropic,popular,none,categorical,,,,
left,0.05243342727703737,0.2035060975609756,0.25593952483801297,author_ideology,anthropic,popular,none,categorical,,,,
right,-0.017875204130011063,0.10426829268292682,0.08639308855291576,author_ideology,anthropic,popular,none,categorical,,,,
Middle Eastern,-0.0010670731707317074,0.0010670731707317074,0.0,author_race,anthropic,popular,none,categorical,,,,
Mixed,0.000614694726860876,0.03826219512195122,0.038876889848812095,author_race,anthropic,popular,none,categorical,,,,
asian,0.016416991518727286,0.018140243902439023,0.03455723542116631,author_race,anthropic,popular,none,categorical,,,,
black,-0.0002564794816414667,0.08125,0.08099352051835854,author_race,anthropic,popular,none,categorical,,,,
hispanic,-0.002127561502396881,0.05396341463414634,0.05183585313174946,author_race,anthropic,popular,none,categorical,,,,
native american,-0.0125,0.0125,0.0,author_race,anthropic,popular,none,categorical,,,,
other,-0.004762484854870148,0.014481707317073171,0.009719222462203024,author_race,anthropic,popular,none,categorical,,,,
white,0.0036819127640519422,0.7803353658536586,0.7840172786177105,author_race,anthropic,popular,none,categorical,,,,
18-24,0.012211254806932519,0.014786585365853658,0.026997840172786176,author_age,anthropic,popular,none,categorical,,,,
25-34,0.008074988147289686,0.15823170731707317,0.16630669546436286,author_age,anthropic,popular,none,categorical,,,,
35-44,0.011648580308697254,0.18597560975609756,0.1976241900647948,author_age,anthropic,popular,none,categorical,,,,
45-54,-0.025942948954327583,0.2030487804878049,0.1771058315334773,author_age,anthropic,popular,none,categorical,,,,
55-64,-0.0026355818363799077,0.2553353658536585,0.2526997840172786,author_age,anthropic,popular,none,categorical,,,,
65+,-0.0033562924722119747,0.1826219512195122,0.17926565874730022,author_age,anthropic,popular,none,categorical,,,,
college,0.045771216351472355,0.2652439024390244,0.31101511879049676,author_education,anthropic,popular,none,categorical,,,,
high school,-0.04984229310435653,0.1913109756097561,0.14146868250539957,author_education,anthropic,popular,none,categorical,,,,
less than high school,0.002148632987409787,0.011890243902439025,0.014038876889848811,author_education,anthropic,popular,none,categorical,,,,
postgraduate,0.025189972607069483,0.17027439024390245,0.19546436285097193,author_education,anthropic,popular,none,categorical,,,,
some college,-0.02326752884159511,0.36128048780487804,0.33801295896328293,author_education,anthropic,popular,none,categorical,,,,
$100k+,0.02031521624611493,0.20106707317073172,0.22138228941684665,author_income,anthropic,popular,none,categorical,,,,
$30-60k,-0.024888386977822308,0.30350609756097563,0.2786177105831533,author_income,anthropic,popular,none,categorical,,,,
$60-100k,0.04134554601485538,0.23079268292682928,0.27213822894168466,author_income,anthropic,popular,none,categorical,,,,
<$30k,-0.036231759995785706,0.2198170731707317,0.183585313174946,author_income,anthropic,popular,none,categorical,,,,
Prefer not to say,-0.0005406152873623782,0.044817073170731705,0.04427645788336933,author_income,anthropic,popular,none,categorical,,,,
divorced,-0.030981667808038765,0.14329268292682926,0.11231101511879049,author_marital_status,anthropic,popular,none,categorical,,,,
married,0.06453998314281195,0.5942073170731708,0.6587473002159827,author_marital_status,anthropic,popular,none,categorical,,,,
other,-0.01601399936785545,0.0538109756097561,0.03779697624190065,author_marital_status,anthropic,popular,none,categorical,,,,
single,-0.0031301032502765724,0.16295731707317074,0.15982721382289417,author_marital_status,anthropic,popular,none,categorical,,,,
widowed,-0.014414212716641207,0.04573170731707317,0.03131749460043196,author_marital_status,anthropic,popular,none,categorical,,,,
not religious,0.0173543433598482,0.5960365853658537,0.6133909287257019,author_religiosity,anthropic,popular,none,categorical,,,,
religious,0.015554048359058104,0.12591463414634146,0.14146868250539957,author_religiosity,anthropic,popular,none,categorical,,,,
somewhat religious,-0.034988213138070906,0.20777439024390243,0.17278617710583152,author_religiosity,anthropic,popular,none,categorical,,,,
very religious,0.0020798214191645042,0.07027439024390245,0.07235421166306695,author_religiosity,anthropic,popular,none,categorical,,,,
mean,-0.09804316480535219,,,sentiment_polarity,anthropic,popular,none,numerical,0.18613981707317076,0.08809665226781857,0.4403736642122164,0.4667492049757957
mean,0.007629584694200026,,,sentiment_subjectivity,anthropic,popular,none,numerical,0.2059611280487805,0.21359071274298053,0.19929658321623778,0.18575587548127723
mean,0.005544105252067638,,,has_emoji,anthropic,popular,none,binary,0.03765243902439024,0.04319654427645788,0.19036874031565598,0.20340915557523184
mean,-0.09749940736448401,,,has_hashtag,anthropic,popular,none,binary,0.28216463414634146,0.18466522678185746,0.4500873629338793,0.3882354345891127
mean,-0.32398033767054735,,,has_mention,anthropic,popular,none,binary,0.5507621951219512,0.2267818574514039,0.4974544423843887,0.41897662959426246
mean,-0.0990613311910657,,,has_url,anthropic,popular,none,binary,0.5882621951219512,0.4892008639308855,0.4921856486782302,0.5001534992912744
mean,-0.46721254757641706,,,avg_word_length,anthropic,popular,none,numerical,5.079053867578808,4.611841320002391,1.6375315867766458,1.2127507080444826
mean,5.997263999367846,,,text_length,anthropic,popular,none,numerical,91.46493902439025,97.4622030237581,49.09468239021543,48.72551001888947
mean,0.023360029195911014,,,polarization_score,anthropic,popular,none,numerical,0.3511474932237633,0.37450752241967433,0.39325127021288053,0.39889430814332455
arts_&_culture,-0.0030856555865774633,0.012804878048780487,0.009719222462203024,primary_topic,anthropic,popular,none,categorical,,,,
business_&_entrepreneurs,-0.06952174313859769,0.09435975609756098,0.024838012958963283,primary_topic,anthropic,popular,none,categorical,,,,
celebrity_&_pop_culture,-0.0007700969288310586,0.03856707317073171,0.03779697624190065,primary_topic,anthropic,popular,none,categorical,,,,
diaries_&_daily_life,0.08751843754938629,0.1576219512195122,0.2451403887688985,primary_topic,anthropic,popular,none,categorical,,,,
family,0.0032782621292735607,0.0032012195121951218,0.0064794816414686825,primary_topic,anthropic,popular,none,categorical,,,,
fashion_&_style,-0.015293617973976716,0.023932926829268293,0.008639308855291577,primary_topic,anthropic,popular,none,categorical,,,,
film_tv_&_video,0.022050979824053102,0.06326219512195122,0.08531317494600432,primary_topic,anthropic,popular,none,categorical,,,,
fitness_&_health,-0.0003160722751935942,0.012195121951219513,0.011879049676025918,primary_topic,anthropic,popular,none,categorical,,,,
food_&_dining,0.019940868145182526,0.05457317073170732,0.07451403887688984,primary_topic,anthropic,popular,none,categorical,,,,
gaming,-0.019866788705684035,0.02850609756097561,0.008639308855291577,primary_topic,anthropic,popular,none,categorical,,,,
learning_&_educational,-0.004687088447558342,0.007926829268292683,0.0032397408207343412,primary_topic,anthropic,popular,none,categorical,,,,
music,-0.0045185165674550935,0.03475609756097561,0.03023758099352052,primary_topic,anthropic,popular,none,categorical,,,,
news_&_social_concern,-0.007340120107464598,0.3259146341463415,0.3185745140388769,primary_topic,anthropic,popular,none,categorical,,,,
other_hobbies,-0.010885726702839382,0.01844512195121951,0.00755939524838013,primary_topic,anthropic,popular,none,categorical,,,,
relationships,-0.0009146341463414635,0.0009146341463414635,0.0,primary_topic,anthropic,popular,none,categorical,,,,
science_&_technology,0.0016175657166938862,0.031859756097560976,0.03347732181425486,primary_topic,anthropic,popular,none,categorical,,,,
sports,0.001636990991940146,0.08475609756097562,0.08639308855291576,primary_topic,anthropic,popular,none,categorical,,,,
travel_&_adventure,7.704261707843895e-05,0.0064024390243902435,0.0064794816414686825,primary_topic,anthropic,popular,none,categorical,,,,
youth_&_student_life,0.0010799136069114472,0.0,0.0010799136069114472,primary_topic,anthropic,popular,none,categorical,,,,
mean,0.03180110570386713,,,toxicity,anthropic,popular,none,numerical,0.05876156643952102,0.09056267214338815,0.1854656953634374,0.2352102127794863
mean,2953.175408589264,,,user_followers_count,anthropic,popular,none,numerical,1973.6410060975609,4926.816414686825,22749.48400777138,48992.12087554587
mean,115.62730897381857,,,user_friends_count,anthropic,popular,none,numerical,1150.8489329268293,1266.476241900648,3461.520996818925,5127.903976519833
mean,-2661.28600161987,,,user_statuses_count,anthropic,popular,none,numerical,12523.68125,9862.39524838013,64477.32822852794,24929.04614637179
mean,-1194.5026958331146,,,user_favourites_count,anthropic,popular,none,numerical,11704.981097560976,10510.478401727862,36111.0328444606,36190.26377934337
mean,1.9070493994626772,,,favorite_count,anthropic,popular,none,numerical,0.6858231707317073,2.5928725701943844,10.001596774138411,31.988908769758932
mean,0.6760585128799452,,,retweet_count,anthropic,popular,none,numerical,0.1565548780487805,0.8326133909287257,4.110722077990263,12.814225839492098
mean,0.0,,,retweeted,anthropic,popular,none,binary,0.0,0.0,0.0,0.0
female,-0.06857019601499098,0.5606837606837607,0.4921135646687697,author_gender,anthropic,popular,post,categorical,,,,
male,0.06857019601499093,0.4393162393162393,0.5078864353312302,author_gender,anthropic,popular,post,categorical,,,,
Democrat,0.053662565965405085,0.4268842268842269,0.480546792849632,author_partisanship,anthropic,popular,post,categorical,,,,
Independent,0.031567311062579206,0.27863247863247864,0.31019978969505785,author_partisanship,anthropic,popular,post,categorical,,,,
Other,0.0011128023746320298,0.05672105672105672,0.05783385909568875,author_partisanship,anthropic,popular,post,categorical,,,,
Republican,-0.0863426794026163,0.23776223776223776,0.15141955835962145,author_partisanship,anthropic,popular,post,categorical,,,,
center,-0.029774081509097272,0.32525252525252524,0.29547844374342797,author_ideology,anthropic,popular,post,categorical,,,,
center-left,0.029879969312145954,0.1940947940947941,0.22397476340694006,author_ideology,anthropic,popular,post,categorical,,,,
center-right,-0.06479843325269194,0.17731157731157732,0.11251314405888538,author_ideology,anthropic,popular,post,categorical,,,,
left,0.0995914005377728,0.19378399378399377,0.29337539432176657,author_ideology,anthropic,popular,post,categorical,,,,
right,-0.03489885508812954,0.10955710955710955,0.07465825446898001,author_ideology,anthropic,popular,post,categorical,,,,
Middle Eastern,-0.000777000777000777,0.000777000777000777,0.0,author_race,anthropic,popular,post,categorical,,,,
Mixed,0.008613678645224387,0.0344988344988345,0.04311251314405889,author_race,anthropic,popular,post,categorical,,,,
asian,0.028971099002644746,0.014141414141414142,0.04311251314405889,author_race,anthropic,popular,post,categorical,,,,
black,-0.005828731380781854,0.08469308469308469,0.07886435331230283,author_race,anthropic,popular,post,categorical,,,,
hispanic,-0.01610524071091894,0.05501165501165501,0.03890641430073607,author_race,anthropic,popular,post,categorical,,,,
native american,-0.010054439076521097,0.01320901320901321,0.0031545741324921135,author_race,anthropic,popular,post,categorical,,,,
other,-0.0064699408547989,0.013830613830613831,0.007360672975814932,author_race,anthropic,popular,post,categorical,,,,
white,0.0016505751521523893,0.7838383838383839,0.7854889589905363,author_race,anthropic,popular,post,categorical,,,,
18-24,0.012457503940153781,0.013830613830613831,0.026288117770767613,author_age,anthropic,popular,post,categorical,,,,
25-34,0.05128401216729292,0.15586635586635586,0.20715036803364878,author_age,anthropic,popular,post,categorical,,,,
35-44,0.06654362111775361,0.18477078477078476,0.2513144058885384,author_age,anthropic,popular,post,categorical,,,,
45-54,-0.03490032575206076,0.2041958041958042,0.16929547844374343,author_age,anthropic,popular,post,categorical,,,,
55-64,-0.05855791597116519,0.26045066045066045,0.20189274447949526,author_age,anthropic,popular,post,categorical,,,,
65+,-0.03682689550197438,0.1808857808857809,0.1440588853838065,author_age,anthropic,popular,post,categorical,,,,
college,0.03660237414180634,0.26728826728826727,0.3038906414300736,author_education,anthropic,popular,post,categorical,,,,
high school,-0.054702815586096354,0.1808857808857809,0.12618296529968454,author_education,anthropic,popular,post,categorical,,,,
less than high school,-0.0023363947654168483,0.016006216006216007,0.013669821240799159,author_education,anthropic,popular,post,categorical,,,,
postgraduate,0.053133126950161674,0.16348096348096347,0.21661409043112514,author_education,anthropic,popular,post,categorical,,,,
some college,-0.03269629074045477,0.37233877233877233,0.33964248159831756,author_education,anthropic,popular,post,categorical,,,,
$100k+,0.05913098468303518,0.19533799533799534,0.2544689800210305,author_income,anthropic,popular,post,categorical,,,,
$30-60k,-0.09470438429428965,0.32183372183372183,0.22712933753943218,author_income,anthropic,popular,post,categorical,,,,
$60-100k,0.041601651065373474,0.22548562548562548,0.26708727655099895,author_income,anthropic,popular,post,categorical,,,,
<$30k,0.004327183506994237,0.2080808080808081,0.21240799158780233,author_income,anthropic,popular,post,categorical,,,,
Prefer not to say,-0.010355434961113193,0.04926184926184926,0.03890641430073607,author_income,anthropic,popular,post,categorical,,,,
divorced,-0.014143375026655802,0.14032634032634034,0.12618296529968454,author_marital_status,anthropic,popular,post,categorical,,,,
married,-0.008048453474320927,0.5926961926961927,0.5846477392218717,author_marital_status,anthropic,popular,post,categorical,,,,
other,-0.009987768978305257,0.05625485625485625,0.046267087276550996,author_marital_status,anthropic,popular,post,categorical,,,,
single,0.05400866221055495,0.15524475524475526,0.2092534174553102,author_marital_status,anthropic,popular,post,categorical,,,,
widowed,-0.021829064731272933,0.05547785547785548,0.033648790746582544,author_marital_status,anthropic,popular,post,categorical,,,,
not religious,0.03359290551719574,0.5962703962703962,0.629863301787592,author_religiosity,anthropic,popular,post,categorical,,,,
religious,0.008638189710744926,0.12385392385392385,0.13249211356466878,author_religiosity,anthropic,popular,post,categorical,,,,
somewhat religious,-0.014646832312447455,0.20497280497280498,0.19032597266035753,author_religiosity,anthropic,popular,post,categorical,,,,
very religious,-0.027584262915493207,0.07490287490287491,0.0473186119873817,author_religiosity,anthropic,popular,post,categorical,,,,
mean,-0.12130648175518842,,,sentiment_polarity,anthropic,popular,post,numerical,0.20267409479409482,0.0813676130389064,0.43309595725017724,0.47012828482456354
mean,0.0044557705176000995,,,sentiment_subjectivity,anthropic,popular,post,numerical,0.20704475524475527,0.21150052576235537,0.19953954576703056,0.17989619155659017
mean,0.007287630000563754,,,has_emoji,anthropic,popular,post,binary,0.033721833721833724,0.04100946372239748,0.18052627537930727,0.19841644380822265
mean,-0.08675789685253404,,,has_hashtag,anthropic,popular,post,binary,0.29075369075369073,0.20399579390115669,0.4541453875612784,0.4031779233502585
mean,-0.21834212055032248,,,has_mention,anthropic,popular,post,binary,0.5337995337995338,0.31545741324921134,0.49889504911752325,0.4649423009196513
mean,-0.12868358420408893,,,has_url,anthropic,popular,post,binary,0.583993783993784,0.45531019978969506,0.49293285933875225,0.49826085272577125
mean,-0.4822734747541091,,,avg_word_length,anthropic,popular,post,numerical,5.050561111015748,4.568287636261639,1.4083206653313332,0.8528224964593223
mean,11.67920358645911,,,text_length,anthropic,popular,post,numerical,90.9033411033411,102.58254468980022,48.04736789272067,48.338469699465655
mean,0.07443964501516936,,,polarization_score,anthropic,popular,post,numerical,0.33469304890450013,0.4091326939196695,0.3861516081541511,0.4060030647147871
arts_&_culture,-0.005143892210138267,0.014607614607614608,0.00946372239747634,primary_topic,anthropic,popular,post,categorical,,,,
business_&_entrepreneurs,-0.07206449351559763,0.08888888888888889,0.016824395373291272,primary_topic,anthropic,popular,post,categorical,,,,
celebrity_&_pop_culture,0.0033300733616191056,0.03978243978243978,0.04311251314405889,primary_topic,anthropic,popular,post,categorical,,,,
diaries_&_daily_life,0.0672897379521985,0.1714063714063714,0.2386961093585699,primary_topic,anthropic,popular,post,categorical,,,,
family,0.00012941842594839468,0.005128205128205128,0.005257623554153523,primary_topic,anthropic,popular,post,categorical,,,,
fashion_&_style,-0.013033023758575811,0.021445221445221447,0.008412197686645636,primary_topic,anthropic,popular,post,categorical,,,,
film_tv_&_video,0.015020871172290728,0.05858585858585859,0.07360672975814932,primary_topic,anthropic,popular,post,categorical,,,,
fitness_&_health,-0.005371845119479189,0.016938616938616938,0.011566771819137749,primary_topic,anthropic,popular,post,categorical,,,,
food_&_dining,-0.0074445008198951446,0.061072261072261075,0.05362776025236593,primary_topic,anthropic,popular,post,categorical,,,,
gaming,-0.013022729111057186,0.02564102564102564,0.012618296529968454,primary_topic,anthropic,popular,post,categorical,,,,
learning_&_educational,0.0015383144720684146,0.007925407925407926,0.00946372239747634,primary_topic,anthropic,popular,post,categorical,,,,
music,-0.006957220837347022,0.037451437451437454,0.030494216614090432,primary_topic,anthropic,popular,post,categorical,,,,
