context_level,provider,prompt_style,feature,coef,pvalue
none,google,general,has_hashtag,-0.24922145571445004,0.0047884627214693195
none,google,general,has_mention,-1.1976894321473992,9.577339898915006e-43
none,google,general,has_url,0.15627526622637508,0.06446869386336948
none,google,popular,user_followers_count,0.20556640813234395,0.0004801601463107101
none,google,popular,user_friends_count,-0.042669370732101385,0.4012461551068477
none,google,popular,user_statuses_count,-0.16211233638847522,0.003639961639724788
none,google,popular,user_favourites_count,-0.031294388470230146,0.5185790374012041
none,google,popular,favorite_count,-0.024960962481972375,0.6360137968059858
none,google,popular,retweet_count,0.035298790662488276,0.45524522201405726
none,google,popular,avg_word_length,-0.143550491152789,0.006693736211019599
none,google,popular,text_length,0.04582573540365447,0.23904760426576255
none,google,popular,sentiment_polarity,-0.15956170494865382,8.599593201465475e-05
none,google,popular,sentiment_subjectivity,0.16511715093423324,2.060361512903913e-05
none,google,popular,polarization_score,0.06693750726387646,0.09705096799214587
none,google,popular,toxicity,0.04444945861787653,0.2074044194115705
none,google,popular,has_emoji,0.507280574514579,0.011546973924168652
none,google,popular,has_hashtag,-0.09536173345422432,0.2931687588857227
none,google,popular,has_mention,-1.0359875419742959,5.4141944300721965e-34
none,google,popular,has_url,0.0076407332457875884,0.9237971838031305
none,google,engaging,user_followers_count,0.1334854776525584,0.03576602820335932
none,google,engaging,user_friends_count,-0.049628982748674104,0.3437483236422463
none,google,engaging,user_statuses_count,-0.08661646828107486,0.11276361358843096
none,google,engaging,user_favourites_count,0.006555479880757099,0.8953777307035344
none,google,engaging,favorite_count,-0.17347515388321413,0.0011201301358326897
none,google,engaging,retweet_count,0.07801134115921521,0.08773650372456045
none,google,engaging,avg_word_length,-0.09241532036564333,0.05914506623323631
none,google,engaging,text_length,0.20773425128917056,9.95193938239436e-10
none,google,engaging,sentiment_polarity,-0.22017559872657994,6.539530685256087e-09
none,google,engaging,sentiment_subjectivity,0.15316214341704965,8.181775960558124e-05
none,google,engaging,polarization_score,0.33768667500457616,1.0007063427396024e-18
none,google,engaging,toxicity,0.15527647199602454,1.245294856802782e-07
none,google,engaging,has_emoji,-0.07197613595604052,0.7122344723684522
none,google,engaging,has_hashtag,0.06716499006131443,0.4617860478092404
none,google,engaging,has_mention,-0.7594866665857904,1.9732335797098155e-19
none,google,engaging,has_url,-0.21581692508703337,0.007861101048136058
none,google,informative,user_followers_count,0.48402693666210544,2.599273760043516e-13
none,google,informative,user_friends_count,-0.021739862429736252,0.6977259153637518
none,google,informative,user_statuses_count,-0.2412204932078143,1.8199908376659746e-05
none,google,informative,user_favourites_count,-0.281667093303102,6.278238754094489e-08
none,google,informative,favorite_count,-0.33657472009923256,1.0607707051875236e-07
none,google,informative,retweet_count,0.13992093615115614,0.008289252025536315
none,google,informative,avg_word_length,0.08870894180133017,0.14057939319360166
none,google,informative,text_length,0.41834937902330477,7.930184683573089e-25
none,google,informative,sentiment_polarity,-0.24785485419341977,1.158068441228696e-08
none,google,informative,sentiment_subjectivity,-0.08361564912553482,0.07438141111562792
none,google,informative,polarization_score,0.6012889950714537,5.557323862468408e-47
none,google,informative,toxicity,-0.38322605929397624,1.2599374510383318e-09
none,google,informative,has_emoji,-0.5941568702194865,0.06327653282249442
none,google,informative,has_hashtag,-0.4036394695662629,2.8336694234506875e-05
none,google,informative,has_mention,-0.7168349631648064,1.210285218945009e-16
none,google,informative,has_url,0.9742222315916801,7.429485023319661e-25
none,google,controversial,user_followers_count,0.34677561822993214,2.7896604546189396e-07
none,google,controversial,user_friends_count,-0.08443971496226475,0.115344201938303
none,google,controversial,user_statuses_count,-0.25532728774587854,2.4384542741133383e-05
none,google,controversial,user_favourites_count,-0.13597058408844573,0.011695450999203279
none,google,controversial,favorite_count,-0.27778945718500764,3.4666592300516236e-06
none,google,controversial,retweet_count,0.16247779860275965,0.0005561468441796711
none,google,controversial,avg_word_length,-0.1312453548674232,0.03136416963621784
none,google,controversial,text_length,0.37879025565514657,4.654835390110712e-21
none,google,controversial,sentiment_polarity,-0.28773479099555754,7.113665863105983e-12
none,google,controversial,sentiment_subjectivity,0.04622781976542729,0.31395806375119073
none,google,controversial,polarization_score,1.0195308441134288,1.028001541095412e-117
none,google,controversial,toxicity,-0.01793131143172607,0.6194336170380248
none,google,controversial,has_emoji,-0.998279641477783,0.0038095924309437266
none,google,controversial,has_hashtag,-0.23639350137586196,0.020922599098396718
none,google,controversial,has_mention,-0.7387286101422246,3.586804540656529e-16
